SIRET;L1_NOMEN;L2_COMP;L3_CADR;L4_VOIE;L5_DISP;L6_POST;DEPET;L7_ETRG;RPET;ARRONET;CTONET;COMET;LIBCOM;DU;EPCI;TU;UU;CODEVOIE;TCD;ZEMET;NUMVOIE;INDREP;TYPVOIE;LIBVOIE;CODPOS;CEDEX;ZR1;SIEGE;ENSEIGNE;NOM_COM;NATETAB;LIBNATETAB;APET700;LIBAPET;DAPET;TEFET;EFETCENT;DCRET;DEFET;ORIGINE;AMINTRET;ACTIVNAT;LIEUACT;ACTISURF;SAISONAT;MODET;AUXILT;PRODET;PRODPART;ZR2;NOMEN_LONG;SIGLE;CIVILITE;NJ;LIBNJ;APEN700;LIBAPEN;DAPEN;APRM;TEFEN;EFENCENT;DEFEN;CATEGORIE;DCREN;AMINTREN;MONOACT;MODEN;PRODEN;ESAANN;TCA;ESAAPEN;ESASEC1N;ESASEC2N;ESASEC3N;ESASEC4N;REGIMP;MONOREG;ZR3;RPEN;DEPCOMEN;VMAJ;VMAJ1;IND_PUBLIPO;VMAJ2;VMAJ3;MAJ_DATE
31917415700044;MONSIEUR PATRICK GRAUBY;LA CAVE DU CHAMP DU ROY;LE CHAMP DU ROY;CHE DES GOULES;"";38670 CHASSE SUR RHONE;"";84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;"";"";CHE;DES GOULES;38670;"";;1;"";;2;Commerçant ;4725Z;Commerce de détail de boissons en magasin spécialisé;2008;00;0;19950402;2004;1;201209;NR;05;1 ;P;S;0;O;"";;GRAUBY*PATRICK CHARLES/;"";1;"";"";4725Z;Commerce de détail de boissons en magasin spécialisé;2008;"";00;0;2004;PME;19800522;201209;1;S;O;"";"";"";"";"";"";"";;;;84;38087;E;"";1;"";"";27/02/2018
39353776600049;MONSIEUR ALAIN CHAZALON;"";"";18 CHEMIN DE SOULINS;"";38670 CHASSE SUR RHONE;FRANCE;84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;18;"";CHE;DE SOULINS;38670;"";;1;"";;2;Commerçant ;6831Z;Agences immobilières;2017;00;NN;20111101;2011;NR;201703;NR;NR;"";P;S;0;O; ;;CHAZALON*ALAIN/;"";1;"";"";6831Z;Agences immobilières;2017;"";00;NN;2011;"";19940104;201703;"";S;O;"";"";"";"";"";"";"";;;;84;38087;C;"";1;"";"";27/02/2018
43172750200038;MADAME CORINNE BARREMAECKER;"";"";2 ALLEE DES CHENES;"";38670 CHASSE SUR RHONE;FRANCE;84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;2;"";ALL;DES CHENES;38670;"";;1;"";;5;Profession libérale ;7022Z;Conseil pour les affaires et autres conseils de gestion;2017;00;NN;20170201;2017;1;201703;"";"";"";P;S;0;O; ;;BARREMAECKER*CORINNE HENRIETTE/;"";2;"";"";7022Z;Conseil pour les affaires et autres conseils de gestion;2017;"";00;NN;2017;"";20000530;201703;"";S;O;"";"";"";"";"";"";"";;;;84;38087;C;"";1;"";"";27/02/2018
43225733500039;SARL OUTILLAGE PRESSE DU SUD EST;"";"";594 ROUTE DE GIVORS;"";38670 CHASSE SUR RHONE;FRANCE;84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;594;"";RTE;DE GIVORS;38670;"";;1;"";;"";"";7112B;Ingénierie, études techniques;2015;01;1;20150401;2015;1;201503;"";"";"";P;S;0;O;"";;SARL OUTILLAGE PRESSE DU SUD EST;"";"";5499;Société à responsabilité limitée (sans autre indication);7112B;Ingénierie, études techniques;2008;"";01;1;2015;PME;20000712;201209;1;S;O;"";"";"";"";"";"";"";;;;84;38087;I;"";1;"";"";27/02/2018
43225733500039;SARL OUTILLAGE PRESSE DU SUD EST;"";"";594 ROUTE DE GIVORS;"";38670 CHASSE SUR RHONE;FRANCE;84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;594;"";RTE;DE GIVORS;38670;"";;1;"";;"";"";7112B;Ingénierie, études techniques;2015;01;1;20150401;2015;1;201503;"";"";"";P;S;0;O; ;;SARL OUTILLAGE PRESSE DU SUD EST;"";"";5720;Société par actions simplifiée à associé unique ou société par actions simplifiée unipersonnelle ;7112B;Ingénierie, études techniques;2008;"";01;1;2015;PME;20000712;201209;1;S;O;"";"";"";"";"";"";"";;;;84;38087;F;0;1;0;1;27/02/2018
44977865300013;SELESTAT IMMO;"";"";1272 AVENUE FREDERIC MISTRAL;"";38670 CHASSE SUR RHONE;FRANCE;84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;1272;"";AV;FREDERIC MISTRAL;38670;"";;0;"";;"";"";6820B;Location de terrains et d'autres biens immobiliers;2008;00;0;20030725;2004;1;201209;NR;99;"";P;S;0;N;"";;SELESTAT IMMO;"";"";6540;Société civile immobilière ;6820B;Location de terrains et d'autres biens immobiliers;2008;"";00;0;2004;PME;20030725;201209;1;S;N;"";"";"";"";"";"";"";;;;84;38087;I;"";0;"";"";27/02/2018
44977865300013;SELESTAT IMMO;"";"";1272 AVENUE FREDERIC MISTRAL;"";38670 CHASSE SUR RHONE;FRANCE;84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;1272;"";AV;FREDERIC MISTRAL;38670;"";;0;"";;"";"";6820B;Location de terrains et d'autres biens immobiliers;2008;00;0;20030725;2004;1;201209;NR;99;"";P;S;0;N; ;;SELESTAT IMMO;"";"";6540;Société civile immobilière ;6820B;Location de terrains et d'autres biens immobiliers;2008;"";00;0;2004;PME;20030725;201209;1;S;N;"";"";"";"";"";"";"";;;;11;38087;F;0;0;0;0;27/02/2018
48014155500023;CITAIX CHASSE;"";ZONE INDUSTRIELLE DE L ISL;RUE PASTEUR;"";38670 CHASSE SUR RHONE;FRANCE;84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;"";"";RUE;PASTEUR;38670;"";;1;"";;"";"";4941B;Transports routiers de fret de proximité;2008;22;100;20050629;2015;4;201209;NR;99;"";P;S;0;O;"";;CITAIX CHASSE;"";"";5710;SAS, société par actions simplifiée;4941B;Transports routiers de fret de proximité;2008;"";22;100;2015;GE;20041229;201209;1;S;O;2012;5;4941B;4941B;5229B;4730Z;4520B;;;;84;38087;I;"";1;"";"";27/02/2018
48014155500023;CITAIX CHASSE;"";ZONE INDUSTRIELLE DE L'ISL;RUE PASTEUR;"";38670 CHASSE SUR RHONE;"";84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;"";"";RUE;PASTEUR;38670;"";;1;"";;"";"";4941B;Transports routiers de fret de proximité;2008;22;100;20050629;2015;4;201209;NR;99;"";P;S;0;O; ;;CITAIX CHASSE;"";"";5710;SAS, société par actions simplifiée;4941B;Transports routiers de fret de proximité;2008;"";22;100;2015;GE;20041229;201209;1;S;O;2012;5;4941B;4941B;5229B;4730Z;4520B;;;;84;38087;F;0;1;0;0;27/02/2018
48320764300022;NAT EXPRESSO;"";LOTISSEMENT LES JARD D ORESTE TREMBAS;178 ALLEE DES AUBEPINES;"";38670 CHASSE SUR RHONE;FRANCE;84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;178;"";"";ALLEE DES AUBEPINES;38670;"";;1;"";;"";"";4799B;Vente par automate, aut. com. dét. hors mag., éventaire ou marché;2009;01;1;20090601;2015;1;201209;"";"";"";P;S;0;O;"";;NAT EXPRESSO;"";"";5499;Société à responsabilité limitée (sans autre indication);4799B;Vente par automate, aut. com. dét. hors mag., éventaire ou marché;2008;"";01;1;2015;PME;20050601;201209;1;S;O;"";"";"";"";"";"";"";;;;84;38087;E;"";1;"";"";27/02/2018
50295846500028;EDEN EXPRESS;MONSIEUR JONATHAN FARRUGGIO;"";1 AVENUE DE LA GARE;"";38670 CHASSE SUR RHONE;FRANCE;84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;1;"";RUE;DE LA GARE;38670;"";;1;"";;3;Artisan ;4941B;Transports routiers de fret de proximité;2013;00;0;20130301;2015;1;201303;07;93;"";P;S;0;O;"";;FARRUGGIO*JONATHAN/;"";1;"";"";4941B;Transports routiers de fret de proximité;2013;"";00;0;2015;PME;20080211;201303;1;S;O;"";"";"";"";"";"";"";;;;84;38087;E;"";1;"";"";27/02/2018
80040541700042;MADAME AURELIE PINEAU;"";"";51 COURS BRILLIER;"";38200 VIENNE;FRANCE;84;38;3;99;544;VIENNE;00;243800455;5;56;;42;8211;51;"";CRS;BRILLIER;38200;"";;1;"";;5;Profession libérale ;6201Z;Programmation informatique;2017;00;NN;20170301;2017;1;201703;"";"";"";P;S;0;O; ;;PINEAU*AURELIE/;"";2;"";"";6201Z;Programmation informatique;2017;"";00;NN;2016;PME;20140109;201402;1;S;O;"";"";"";"";"";"";"";;;;84;38544;C;"";1;"";"";27/02/2018
50295846500036;MONSIEUR JONATHAN FARRUGGIO;JO PISCINES;"";57 ROUTE DE VIENNE;"";38670 CHASSE SUR RHONE;FRANCE;84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;57;"";RTE;DE VIENNE;38670;"";;1;"";;3;Artisan ;4399A;Travaux d'étanchéification;2017;00;NN;20170313;2017;1;201703;14;93;"";P;S;0;O; ;;FARRUGGIO*JONATHAN/;"";1;"";"";4399A;Travaux d'étanchéification;2017;4399AZ;00;NN;2017;"";20080211;201703;"";S;O;"";"";"";"";"";"";"";;;;84;38087;C;"";1;"";"";27/02/2018
50939695800043;MADAME MYRIAM DUTERTRE;"";"";22 ALLEE DE LA SOLIDARITE;"";38670 CHASSE SUR RHONE;FRANCE;84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;22;"";ALL;DE LA SOLIDARITE;38670;"";;1;"";;2;Commerçant ;4619B;Autres intermédiaires du commerce en produits divers;2017;00;NN;20170226;2017;NR;201703;NR;NR;"";P;S;0;O; ;;DUTERTRE*MYRIAM/;"";2;"";"";4619B;Autres intermédiaires du commerce en produits divers;2015;"";00;NN;2017;"";20090105;201703;"";S;O;"";"";"";"";"";"";"";;;;84;38087;C;"";1;"";"";27/02/2018
