"SIREN";"NIC";"L1_NORMALISEE";"L2_NORMALISEE";"L3_NORMALISEE";"L4_NORMALISEE";"L5_NORMALISEE";"L6_NORMALISEE";"L7_NORMALISEE";"L1_DECLAREE";"L2_DECLAREE";"L3_DECLAREE";"L4_DECLAREE";"L5_DECLAREE";"L6_DECLAREE";"L7_DECLAREE";"NUMVOIE";"INDREP";"TYPVOIE";"LIBVOIE";"CODPOS";"CEDEX";"RPET";"LIBREG";"DEPET";"ARRONET";"CTONET";COMET;"LIBCOM";"DU";"TU";"UU";"EPCI";"TCD";"ZEMET";"SIEGE";"ENSEIGNE";"IND_PUBLIPO";"DIFFCOM";"AMINTRET";"NATETAB";"LIBNATETAB";"APET700";"LIBAPET";"DAPET";"TEFET";"LIBTEFET";"EFETCENT";"DEFET";"ORIGINE";"DCRET";"DDEBACT";"ACTIVNAT";"LIEUACT";"ACTISURF";"SAISONAT";"MODET";"PRODET";"PRODPART";"AUXILT";"NOMEN_LONG";"SIGLE";"NOM";"PRENOM";"CIVILITE";"RNA";"NICSIEGE";"RPEN";"DEPCOMEN";"ADR_MAIL";"NJ";"LIBNJ";"APEN700";"LIBAPEN";"DAPEN";"APRM";"ESS";"DATEESS";"TEFEN";"LIBTEFEN";"EFENCENT";"DEFEN";"CATEGORIE";"DCREN";"AMINTREN";"MONOACT";"MODEN";"PRODEN";"ESAANN";"TCA";"ESAAPEN";"ESASEC1N";"ESASEC2N";"ESASEC3N";"ESASEC4N";"VMAJ";"VMAJ1";"VMAJ2";"VMAJ3";"DATEMAJ"
"305391476";"00028";"S C P PAILLARET ET ASSOCIES";"";"";"59 COURS ROMESTANG";"";"38200 VIENNE";"FRANCE";"S.C.P. PAILLARET ET ASSOCIES";"S.C.P. PAILLARET ET ASSOCIES";"";"59 CRS ROMESTANG";"";"38200 VIENNE";"";"59";"";"CRS";"ROMESTANG";"38200";"";"84";"Auvergne-Rhône-Alpes";38;"3";"99";544;"VIENNE";"00";"5";"56";243800455;"42";"8211";"1";"";"1";"O";"201209";"";"";"6910Z";"Activités juridiques";"2008";"02";"3 à 5 salariés";"3";"2015";"1";"19810301";"19810301";"NR";"99";"";"P";"S";"O";"";"0";"S.C.P. PAILLARET ET ASSOCIES";"";"";"";"";"";"00028";"84";"38544";"";"6561";"SCP d'avocats ";"6910Z";"Activités juridiques";"2008";"";"";"";"02";"3 à 5 salariés";"3";"2015";"PME";"19810301";"201209";"1";"S";"O";"";"";"";"";"";"";"";"I";"";"";"";"2017-03-01T05:18:25"
"305391476";"00028";"PYRAMIDE AVOCATS";"S C P PAILLARET ET ASSOCIES";"";"59 COURS ROMESTANG";"";"38200 VIENNE";"FRANCE";"PYRAMIDE AVOCATS";"S.C.P. PAILLARET ET ASSOCIES";"";"59 CRS ROMESTANG";"";"38200 VIENNE";"";"59";"";"CRS";"ROMESTANG";"38200";"";"84";"Auvergne-Rhône-Alpes";38;"3";"99";544;"VIENNE";"00";"5";"56";243800455;"42";"8211";"1";"";"1";"O";"201209";"";"";"6910Z";"Activités juridiques";"2008";"02";"3 à 5 salariés";"3";"2015";"1";"19810301";"19810301";"NR";"99";"";"P";"S";"O";" ";"0";"PYRAMIDE AVOCATS";"";"";"";"";"";"00028";"84";"38544";"";"6561";"SCP d'avocats ";"6910Z";"Activités juridiques";"2008";"";"";"";"02";"3 à 5 salariés";"3";"2015";"PME";"19810301";"201209";"1";"S";"O";"";"";"";"";"";"";"";"F";"0";"0";"0";"2017-03-01T05:18:25"
"319174157";"00044";"MONSIEUR PATRICK GRAUBY";"LA CAVE DU CHAMP DU ROY";"LE CHAMP DU ROY";"CHE DES GOULES";"";"38670 CHASSE SUR RHONE";"";"MONSIEUR PATRICK GRAUBY";"LA CAVE DU CHAMP DU ROY";"LE CHAMP DU ROY";"CHE DES GOULES";"";"38670 CHASSE SUR RHONE";"";"";"";"CHE";"DES GOULES";"38670";"";"84";"Auvergne-Rhône-Alpes";38;"3";"27";087;"CHASSE SUR RHONE";"00";"7";"58";243800455;"21";"8214";"1";"";"1";"O";"201209";"2";"Commerçant ";"4725Z";"Commerce de détail de boissons en magasin spécialisé";"2008";"00";"0 salarié";"0";"2004";"1";"19950402";"19980825";"NR";"05";"1 ";"P";"S";"O";"";"0";"GRAUBY*PATRICK CHARLES/";"";"GRAUBY";"PATRICK";"1";"";"00044";"84";"38087";"";"";"";"4725Z";"Commerce de détail de boissons en magasin spécialisé";"2008";"";"";"";"00";"0 salarié";"0";"2004";"PME";"19800522";"201209";"1";"S";"O";"";"";"";"";"";"";"";"E";"";"";"";"2017-03-29T16:17:25"
"325684819";"00015";"SOCIETE D EXPLOITATION GARCIN";"OXFORD";"";"1 COURS ROMESTANG";"";"38200 VIENNE";"FRANCE";"SOCIETE D'EXPLOITATION GARCIN";"OXFORD";"";"1 CRS ROMESTANG";"";"38200 VIENNE";"";"1";"";"CRS";"ROMESTANG";"38200";"";"84";"Auvergne-Rhône-Alpes";38;"3";"99";544;"VIENNE";"00";"5";"56";243800455;"42";"8211";"1";"";"1";"O";"201209";"";"";"1413Z";"Fabrication de vêtements de dessus";"2008";"03";"6 à 9 salariés";"6";"2015";"3";"19821001";"19821001";"NR";"99";"";"P";"S";"O";"";"0";"SOCIETE D'EXPLOITATION GARCIN";"";"";"";"";"";"00015";"84";"38544";"";"5499";"Société à responsabilité limitée (sans autre indication)";"4771Z";"Commerce de détail d'habillement en magasin spécialisé";"2008";"1413ZF";"";"";"03";"6 à 9 salariés";"6";"2015";"PME";"19821001";"201209";"2";"S";"O";"";"";"";"";"";"";"";"I";"";"";"";"2017-03-08T05:08:37"
"325684819";"00015";"SOCIETE D EXPLOITATION GARCIN";"OXFORD";"";"1 COURS ROMESTANG";"";"38200 VIENNE";"FRANCE";"SOCIETE D'EXPLOITATION GARCIN";"OXFORD";"";"1 CRS ROMESTANG";"";"38200 VIENNE";"";"1";"";"CRS";"ROMESTANG";"38200";"";"84";"Auvergne-Rhône-Alpes";38;"3";"99";544;"VIENNE";"00";"5";"56";243800455;"42";"8211";"1";"";"1";"O";"201209";"";"";"1413Z";"Fabrication de vêtements de dessus";"2008";"03";"6 à 9 salariés";"6";"2015";"3";"19821001";"19821001";"NR";"99";"";"P";"S";"O";" ";"0";"SOCIETE D'EXPLOITATION GARCIN";"";"";"";"";"";"00015";"84";"38544";"";"5499";"Société à responsabilité limitée (sans autre indication)";"1413Z";"Fabrication de vêtements de dessus";"2016";"1413ZF";"";"";"03";"6 à 9 salariés";"6";"2015";"PME";"19821001";"201209";"2";"S";"O";"";"";"";"";"";"";"";"F";"0";"0";"1";"2017-03-08T05:08:37"
"325745933";"00011";"MONSIEUR LOUIS MASSOT";"";"PLAN DES AIRS";"CHE DES COURSES";"";"38780 PONT EVEQUE";"";"MONSIEUR LOUIS MASSOT";"";"PLAN DES AIRS";"CHE DES COURSES";"";"38780 PONT EVEQUE";"";"";"";"CHE";"DES COURSES";"38780";"";"84";"Auvergne-Rhône-Alpes";38;"3";"27";318;"PONT EVEQUE";"00";"5";"56";243800455;"21";"8211";"1";"";"1";"O";"201209";"3";"Artisan ";"4399C";"Travaux de maçonnerie générale et gros oeuvre de bâtiment";"2008";"01";"1 ou 2 salariés";"1";"2015";"1";"19820103";"19820103";"NR";"91";"";"P";"S";"O";"";"0";"MASSOT*LOUIS NOEL/";"";"MASSOT";"LOUIS";"1";"";"00011";"84";"38318";"";"";"";"4399C";"Travaux de maçonnerie générale et gros oeuvre de bâtiment";"2008";"4399CZ";"";"";"01";"1 ou 2 salariés";"1";"2015";"PME";"19820103";"201209";"1";"S";"O";"";"";"";"";"";"";"";"E";"";"";"";"2017-03-29T18:35:53"
"328270194";"00025";"MONSIEUR JOEL DASQUE";"DASQUE JOEL";"BT LES SAULES";"LES GENETS";"";"38780 PONT EVEQUE";"";"MONSIEUR JOEL DASQUE";"DASQUE JOEL";"BT LES SAULES";"LES GENETS";"";"38780 PONT EVEQUE";"";"";"";"";"LES GENETS";"38780";"";"84";"Auvergne-Rhône-Alpes";38;"3";"27";318;"PONT EVEQUE";"00";"5";"56";243800455;"21";"8211";"1";"";"1";"O";"201703";"3";"Artisan ";"4520A";"Entretien et réparation de véhicules automobiles légers";"2017";"00";"0 salarié";"NN";"2017";"1";"20170320";"20170320";"06";"09";"";"P";"S";"O";" ";"0";"DASQUE*JOEL/";"";"DASQUE";"JOEL";"1";"";"00025";"84";"38318";"";"";"";"4520A";"Entretien et réparation de véhicules automobiles légers";"2017";"4520AC";"";"";"00";"0 salarié";"NN";"2017";"";"";"201703";"";"S";"O";"";"";"";"";"";"";"";"C";"";"";"";"2017-03-08T07:53:55"
"339563447";"00046";"MONSIEUR NOUREDDINE DJELASSI";"DN DISTRIBUTION";"";"33 RUE MARCHANDE";"";"38200 VIENNE";"FRANCE";"MONSIEUR NOUREDDINE DJELASSI";"DN DISTRIBUTION";"";"33 RUE MARCHANDE";"";"38200 VIENNE";"";"33";"";"RUE";"MARCHANDE";"38200";"";"84";"Auvergne-Rhône-Alpes";38;"3";"99";544;"VIENNE";"00";"5";"56";243800455;"42";"8211";"1";"";"1";"O";"201209";"2";"Commerçant ";"4789Z";"Autres commerces de détail sur éventaires et marchés";"2013";"00";"0 salarié";"NN";"2013";"1";"20130117";"20130117";"";"";"";"P";"S";"O";"";"0";"DJELASSI*NOUREDDINE/";"";"DJELASSI";"NOUREDDINE";"1";"";"00046";"84";"38544";"";"";"";"4789Z";"Autres commerces de détail sur éventaires et marchés";"2008";"";"";"";"00";"0 salarié";"NN";"2013";"PME";"19861204";"201209";"1";"S";"O";"";"";"";"";"";"";"";"E";"";"";"";"2017-03-01T03:19:51"
"341411965";"00013";"MONSIEUR JEAN PARRA";"CAFE DE LA GARE D ESTRESSIN";"";"2 BOULEVARD HENRI FLEURY";"";"38200 VIENNE";"FRANCE";"MONSIEUR JEAN PARRA";"CAFE DE LA GARE D ESTRESSIN";"";"2 BD HENRI FLEURY";"";"38200 VIENNE";"";"2";"";"BD";"HENRI FLEURY";"38200";"";"84";"Auvergne-Rhône-Alpes";38;"3";"99";544;"VIENNE";"00";"5";"56";243800455;"42";"8211";"1";"";"1";"O";"201209";"2";"Commerçant ";"5610A";"Restauration traditionnelle";"2008";"00";"0 salarié";"0";"2004";"3";"19870401";"19870401";"NR";"99";"";"P";"S";"O";"";"0";"PARRA*JEAN NOEL/";"";"PARRA";"JEAN";"1";"";"00013";"84";"38544";"";"";"";"5610A";"Restauration traditionnelle";"2008";"";"";"";"00";"0 salarié";"0";"2004";"PME";"19870401";"201209";"1";"S";"O";"";"";"";"";"";"";"";"E";"";"";"";"2017-03-05T03:44:01"
"343906426";"00048";"MONSIEUR MUSTAPHA SEN";"";"RESIDENCE DE L ECLUSE";"46 RUE VICTOR FAUGIER";"";"38200 VIENNE";"";"MONSIEUR MUSTAPHA SEN";"";"RESIDENCE DE L ECLUSE";"46 RUE VICTOR FAUGIER";"";"38200 VIENNE";"";"46";"";"RUE";"VICTOR FAUGIER";"38200";"";"84";"Auvergne-Rhône-Alpes";38;"3";"99";544;"VIENNE";"00";"5";"56";243800455;"42";"8211";"1";"";"1";"O";"201701";"3";"Artisan ";"4331Z";"Travaux de plâtrerie";"2017";"00";"0 salarié";"NN";"1998";"1";"19980504";"20170125";"14";"91";"";"P";"S";"O";" ";"0";"SEN*MUSTAPHA/";"";"SEN";"MUSTAPHA";"1";"";"00048";"84";"38544";"";"";"";"4331Z";"Travaux de plâtrerie";"2017";"4399CZ";"";"";"00";"0 salarié";"NN";"1998";"";"19880215";"201701";"";"S";"O";"";"";"";"";"";"";"";"E";"";"";"";"2017-03-16T03:29:24"
