"SIREN";"NIC";"L1_NORMALISEE";"L2_NORMALISEE";"L3_NORMALISEE";"L4_NORMALISEE";"L5_NORMALISEE";"L6_NORMALISEE";"L7_NORMALISEE";"L1_DECLAREE";"L2_DECLAREE";"L3_DECLAREE";"L4_DECLAREE";"L5_DECLAREE";"L6_DECLAREE";"L7_DECLAREE";"NUMVOIE";"INDREP";"TYPVOIE";"LIBVOIE";"CODPOS";"CEDEX";"RPET";"LIBREG";"DEPET";"ARRONET";"CTONET";COMET;"LIBCOM";"DU";"TU";"UU";"EPCI";"TCD";"ZEMET";"SIEGE";"ENSEIGNE";"IND_PUBLIPO";"DIFFCOM";"AMINTRET";"NATETAB";"LIBNATETAB";"APET700";"LIBAPET";"DAPET";"TEFET";"LIBTEFET";"EFETCENT";"DEFET";"ORIGINE";"DCRET";"DDEBACT";"ACTIVNAT";"LIEUACT";"ACTISURF";"SAISONAT";"MODET";"PRODET";"PRODPART";"AUXILT";"NOMEN_LONG";"SIGLE";"NOM";"PRENOM";"CIVILITE";"RNA";"NICSIEGE";"RPEN";"DEPCOMEN";"ADR_MAIL";"NJ";"LIBNJ";"APEN700";"LIBAPEN";"DAPEN";"APRM";"ESS";"DATEESS";"TEFEN";"LIBTEFEN";"EFENCENT";"DEFEN";"CATEGORIE";"DCREN";"AMINTREN";"MONOACT";"MODEN";"PRODEN";"ESAANN";"TCA";"ESAAPEN";"ESASEC1N";"ESASEC2N";"ESASEC3N";"ESASEC4N";"VMAJ";"VMAJ1";"VMAJ2";"VMAJ3";"DATEMAJ"
"504743774";"00011";"SCI MAPIC";"";"";"11 CHEMIN DE BEL AIR";"";"38670 CHASSE SUR RHONE";"FRANCE";"SCI MAPIC";"";"";"11 CHE DE BEL AIR";"";"38670 CHASSE SUR RHONE";"";"11";"";"CHE";"DE BEL AIR";"38670";"";"84";"Auvergne-Rhône-Alpes";38;"3";"27";087;"CHASSE SUR RHONE";"00";"7";"58";243800455;"21";"8214";"1";"";"0";"O";"201209";"";"";"6820B";"Location de terrains et d'autres biens immobiliers";"2008";"00";"0 salarié";"NN";"2008";"1";"20080514";"20080514";"99";"99";"";"P";"S";"N";"";"0";"SCI MAPIC";"";"";"";"";"";"00011";"84";"38087";"";"6540";"Société civile immobilière ";"6820B";"Location de terrains et d'autres biens immobiliers";"2008";"";"";"";"00";"0 salarié";"NN";"2008";"";"20080514";"201209";"";"S";"N";"";"";"";"";"";"";"";"E";"";"";"";"2017-08-31T04:11:18"
"521095240";"00029";"MONSIEUR CHRISTOPHE MORIN";"MC JOINTS";"";"200 CHEMIN DU LOT";"";"38670 CHASSE SUR RHONE";"FRANCE";"MONSIEUR CHRISTOPHE MORIN";"MC JOINTS";"";"200 CHE DU LOT";"";"38670 CHASSE SUR RHONE";"";"200";"";"CHE";"DU LOT";"38670";"";"84";"Auvergne-Rhône-Alpes";38;"3";"27";087;"CHASSE SUR RHONE";"00";"7";"58";243800455;"21";"8214";"1";"";"1";"O";"201310";"3";"Artisan ";"4331Z";"Travaux de plâtrerie";"2013";"00";"0 salarié";"NN";"2013";"NR";"20130901";"20130901";"";"";"";"P";"S";"O";"";"0";"MORIN*CHRISTOPHE/";"";"MORIN";"CHRISTOPHE";"1";"";"00029";"84";"38087";"";"";"";"4331Z";"Travaux de plâtrerie";"2010";"4331ZB";"";"";"00";"0 salarié";"NN";"2013";"PME";"20100319";"201209";"1";"S";"O";"";"";"";"";"";"";"";"E";"";"";"";"2017-08-29T04:19:47"
"788058030";"08761";"ADOMA";"";"RUE FREDERIC MISTRAL";"208 CHEMIN DES COULLARDIERES";"";"38670 CHASSE SUR RHONE";"FRANCE";"ADOMA";"";"RUE FREDERIC MISTRAL";"208 CHE DES COULARDIERES";"";"38670 CHASSE SUR RHONE";"";"208";"";"CHE";"DES COULARDIERES";"38670";"";"84";"Auvergne-Rhône-Alpes";38;"3";"27";087;"CHASSE SUR RHONE";"00";"7";"58";243800455;"21";"8214";"0";"";"1";"O";"201708";"";"";"5590Z";"Autres hébergements";"2017";"00";"0 salarié";"NN";"2017";"1";"20170630";"20170630";"12";"07";"";"P";"S";"O";" ";"0";"ADOMA";"";"";"";"";"";"00016";"11";"75115";"";"5515";"SA d'économie mixte à conseil d'administration ";"5590Z";"Autres hébergements";"2008";"";"";"";"51";"2 000 à 4 999 salariés";"2400";"2015";"GE";"19570101";"201209";"2";"S";"O";"";"";"";"";"";"";"";"C";"";"";"";"2017-08-02T10:27:07"
"807976725";"00018";"LE BIZERTIN";"";"";"16 RUE ARTHUR RIMBAUD";"";"38670 CHASSE SUR RHONE";"FRANCE";"LE BIZERTIN";"";"";"16 R ARTHUR RIMBAUD";"";"38670 CHASSE SUR RHONE";"";"16";"";"R";"ARTHUR RIMBAUD";"38670";"";"84";"Auvergne-Rhône-Alpes";38;"3";"27";087;"CHASSE SUR RHONE";"00";"7";"58";243800455;"21";"8214";"1";"";"1";"O";"201411";"";"";"7010Z";"Activités des sièges sociaux";"2014";"02";"3 à 5 salariés";"3";"2014";"";"20141105";"20141201";"";"";"";"P";"S";"O";"";"0";"LE BIZERTIN";"";"";"";"";"";"00018";"84";"38087";"";"5499";"Société à responsabilité limitée (sans autre indication)";"5630Z";"Débits de boissons";"2014";"";"";"";"02";"3 à 5 salariés";"3";"2015";"PME";"20141105";"201411";"1";"S";"O";"";"";"";"";"";"";"";"I";"";"";"";"2017-08-06T14:47:14"
"807976725";"00018";"LE BIZERTIN";"";"";"16 RUE ARTHUR RIMBAUD";"";"38670 CHASSE SUR RHONE";"FRANCE";"LE BIZERTIN";"";"";"16 R ARTHUR RIMBAUD";"";"38670 CHASSE SUR RHONE";"";"16";"";"R";"ARTHUR RIMBAUD";"38670";"";"84";"Auvergne-Rhône-Alpes";38;"3";"27";087;"CHASSE SUR RHONE";"00";"7";"58";243800455;"21";"8214";"1";"";"1";"O";"201411";"";"";"7010Z";"Activités des sièges sociaux";"2014";"02";"3 à 5 salariés";"3";"2014";"";"20141105";"20141201";"";"";"";"P";"S";"O";" ";"0";"LE BIZERTIN";"";"";"";"";"";"00018";"84";"38087";"";"5499";"Société à responsabilité limitée (sans autre indication)";"5610A";"Restauration traditionnelle";"2016";"";"";"";"02";"3 à 5 salariés";"3";"2015";"PME";"20141105";"201411";"1";"S";"O";"";"";"";"";"";"";"";"F";"0";"0";"1";"2017-08-06T14:47:14"
"807976725";"00026";"LE BIZERTIN";"";"";"26 RUE DE LA REPUBLIQUE";"";"38670 CHASSE SUR RHONE";"FRANCE";"LE BIZERTIN";"";"";"26 RUE DE LA REPUBLIQUE";"";"38670 CHASSE SUR RHONE";"";"26";"";"RUE";"DE LA REPUBLIQUE";"38670";"";"84";"Auvergne-Rhône-Alpes";38;"3";"27";087;"CHASSE SUR RHONE";"00";"7";"58";243800455;"21";"8214";"0";"";"1";"O";"201503";"";"";"5630Z";"Débits de boissons";"2014";"02";"3 à 5 salariés";"3";"2015";"3";"20141201";"20141201";"99";"99";"";"P";"S";"O";"";"0";"LE BIZERTIN";"";"";"";"";"";"00018";"84";"38087";"";"5499";"Société à responsabilité limitée (sans autre indication)";"5630Z";"Débits de boissons";"2014";"";"";"";"02";"3 à 5 salariés";"3";"2015";"PME";"20141105";"201411";"1";"S";"O";"";"";"";"";"";"";"";"I";"";"";"";"2017-08-06T14:47:14"
"807976725";"00026";"LE BIZERTIN";"";"";"26 RUE DE LA REPUBLIQUE";"";"38670 CHASSE SUR RHONE";"FRANCE";"LE BIZERTIN";"";"";"26 RUE DE LA REPUBLIQUE";"";"38670 CHASSE SUR RHONE";"";"26";"";"RUE";"DE LA REPUBLIQUE";"38670";"";"84";"Auvergne-Rhône-Alpes";38;"3";"27";087;"CHASSE SUR RHONE";"00";"7";"58";243800455;"21";"8214";"0";"";"1";"O";"201503";"";"";"5630Z";"Débits de boissons";"2014";"02";"3 à 5 salariés";"3";"2015";"3";"20141201";"20141201";"99";"99";"";"P";"S";"O";" ";"0";"LE BIZERTIN";"";"";"";"";"";"00018";"84";"38087";"";"5499";"Société à responsabilité limitée (sans autre indication)";"5610A";"Restauration traditionnelle";"2016";"";"";"";"02";"3 à 5 salariés";"3";"2015";"PME";"20141105";"201411";"1";"S";"O";"";"";"";"";"";"";"";"F";"0";"0";"1";"2017-08-06T14:47:14"
"829964915";"00013";"SAS BOUTIER RETRO MOTORS";"BRM";"";"87 CHE DE LA SAULAIE";"";"38670 CHASSE SUR RHONE";"";"SAS BOUTIER RETRO MOTORS";"BRM";"";"87 CHE DE LA SAULAIE";"";"38670 CHASSE SUR RHONE";"";"87";"";"CHE";"DE LA SAULAIE";"38670";"";"84";"Auvergne-Rhône-Alpes";38;"3";"27";087;"CHASSE SUR RHONE";"00";"7";"58";243800455;"21";"8214";"1";"BRM";"1";"O";"201706";"";"";"4520A";"Entretien et réparation de véhicules automobiles légers";"2017";"00";"0 salarié";"NN";"2017";"1";"20170524";"20170524";"99";"99";"";"P";"S";"O";"";"0";"SAS BOUTIER RETRO MOTORS";"BRM";"";"";"";"";"00013";"84";"38087";"";"5720";"Société par actions simplifiée à associé unique ou société par actions simplifiée unipersonnelle ";"4520A";"Entretien et réparation de véhicules automobiles légers";"2017";"4520AB";"";"";"00";"0 salarié";"NN";"2017";"";"20170524";"201706";"";"S";"O";"";"";"";"";"";"";"";"I";"";"";"";"2017-08-30T11:41:30"
"829964915";"00013";"SAS BOUTIER RETRO MOTORS";"BRM";"";"87 CHE DE LA SAULAIE";"";"38670 CHASSE SUR RHONE";"";"SAS BOUTIER RETRO MOTORS";"BRM";"";"87 CHE DE LA SAULAIE";"";"38670 CHASSE SUR RHONE";"";"87";"";"CHE";"DE LA SAULAIE";"38670";"";"84";"Auvergne-Rhône-Alpes";38;"3";"27";087;"CHASSE SUR RHONE";"00";"7";"58";243800455;"21";"8214";"1";"BRM";"1";"O";"201706";"";"";"4520A";"Entretien et réparation de véhicules automobiles légers";"2017";"00";"0 salarié";"NN";"2017";"1";"20170524";"20170524";"99";"99";"";"P";"S";"O";" ";"0";"SAS BOUTIER RETRO MOTORS";"BRM";"";"";"";"";"00013";"84";"38087";"";"5720";"Société par actions simplifiée à associé unique ou société par actions simplifiée unipersonnelle ";"4520A";"Entretien et réparation de véhicules automobiles légers";"2017";"4520AB";"";"";"00";"0 salarié";"NN";"2017";"";"20170524";"201706";"";"S";"O";"";"";"";"";"";"";"";"F";"0";"0";"0";"2017-08-30T11:41:30"
"831278023";"00013";"CTE OEUVRES SOC PERS MUNIC CHASSE";"MAIRIE";"";"PLACE JEAN JAURES";"";"38670 CHASSE SUR RHONE";"FRANCE";"CTE OEUVRES SOC PERS MUNIC CHASSE";"";"MAIRIE";"PLACE JEAN JAURES";"";"38670 CHASSE SUR RHONE";"";"";"";"";"PLACE JEAN JAURES";"38670";"";"84";"Auvergne-Rhône-Alpes";38;"3";"27";087;"CHASSE SUR RHONE";"00";"7";"58";243800455;"21";"8214";"1";"";"1";"O";"201708";"";"";"8899B";"Action sociale sans hébergement n.c.a.";"1977";"00";"0 salarié";"NN";"1977";"1";"19771206";"19771206";"99";"99";"";"P";"S";"N";" ";"0";"COMITE DES OEUVRES SOCIALES DU PERSONNEL MUNICIPAL DE LA COMMUNES DE CHASSE SUR RHONE";"";"";"";"";"";"00013";"84";"38087";"";"9220";"Association déclarée ";"8899B";"Action sociale sans hébergement n.c.a.";"1977";"";"O";"19771206";"00";"0 salarié";"NN";"1977";"";"19771206";"201708";"";"S";"N";"";"";"";"";"";"";"";"C";"";"";"";"2017-08-02T14:56:55"
