SIREN,NIC,L1_NORMALISEE,L2_NORMALISEE,L3_NORMALISEE,L4_NORMALISEE,L5_NORMALISEE,L6_NORMALISEE,L7_NORMALISEE,L1_DECLAREE,L2_DECLAREE,L3_DECLAREE,L4_DECLAREE,L5_DECLAREE,L6_DECLAREE,L7_DECLAREE,NUMVOIE,INDREP,TYPVOIE,LIBVOIE,CODPOS,CEDEX,DEPET,COMET,TCD,SIEGE,ENSEIGNE,IND_PUBLIPO,DIFFCOM,AMINTRET,NATETAB,APET700,DAPET,TEFET,EFETCENT,DEFET,ORIGINE,DCRET,DDEBACT,ACTIVNAT,LIEUACT,ACTISURF,SAISONAT,MODET,PRODET,PRODPART,AUXILT,NOMEN_LONG,SIGLE,NOM,PRENOM,CIVILITE,RNA,NICSIEGE,RPEN,DEPCOMEN,ADR_MAIL,NJ,APEN700,DAPEN,APRM,ESS,DATEESS,TEFEN,EFENCENT,DEFEN,CATEGORIE,DCREN,AMINTREN,MONOACT,MODEN,PRODEN,ESAANN,TCA,ESAAPEN,ESASEC1N,ESASEC2N,ESASEC3N,ESASEC4N,VMAJ,VMAJ1,VMAJ2,VMAJ3,DATEMAJ,longitude,latitude,geo_score,geo_type,geo_adresse,geo_id,geo_ligne
213802382,00019,COMMUNE DE MOIDIEU DETOURBE,MAIRIE,,,,38440 MOIDIEU DETOURBE,FRANCE,COMMUNE DE MOIDIEU DETOURBE,MAIRIE,HOTEL DE VILLE,,,38440 MOIDIEU DETOURBE,,,,,,38440,,38,238,14,1,MAIRIE,1,O,201209,,8411Z,2008,11,10,2015,1,19830301,19830301,NR,99,,P,S,N,,0,COMMUNE DE MOIDIEU DETOURBE,,,,,,00019,84,38238,,7210,8411Z,2008,,,,12,20,2015,PME,19820101,201209,3,S,N,,,,,,,,,,,,1993-07-27T00:00:00,5.02168,45.512134,0,municipality,,38238,
213802382,00027,COMMUNE DE MOIDIEU DETOURBE,ECOLE ELEMENTAIRE PUB RAYMOND BARADEL,,,,38440 MOIDIEU DETOURBE,FRANCE,COMMUNE DE MOIDIEU DETOURBE,ECOLE ELEMENTAIRE PUB RAYMOND BARADEL,,,,38440 MOIDIEU DETOURBE,,,,,,38440,,38,238,14,0,ECOLE ELEMENTAIRE PUB RAYMOND BARADEL,1,O,201209,,8520Z,2008,03,6,2015,1,19831221,19831221,NR,99,,P,S,N,,0,COMMUNE DE MOIDIEU DETOURBE,,,,,,00019,84,38238,,7210,8411Z,2008,,,,12,20,2015,PME,19820101,201209,3,S,N,,,,,,,,,,,,2007-10-13T00:00:00,5.02168,45.512134,0,municipality,,38238,
213802382,00035,COMMUNE DE MOIDIEU DETOURBE,ECOLE MATERNELLE PUB ANDEOL PHILIPPAT,LE VILLAGE,,,38440 MOIDIEU DETOURBE,FRANCE,COMMUNE DE MOIDIEU DETOURBE,ECOLE MATERNELLE PUB ANDEOL PHILIPPAT,,LE VILLAGE,,38440 MOIDIEU DETOURBE,,,,,LE VILLAGE,38440,,38,238,14,0,ECOLE MATERNELLE PUB ANDEOL PHILIPPAT,1,O,201209,,8510Z,2008,02,3,2015,1,19820101,19820101,NR,99,,P,S,N,,0,COMMUNE DE MOIDIEU DETOURBE,,,,,,00019,84,38238,,7210,8411Z,2008,,,,12,20,2015,PME,19820101,201209,3,S,N,,,,,,,,,,,,2007-10-13T00:00:00,5.02168,45.512134,0,municipality,,38238,
253801088,00019,SYND INTER COM DES EAUX DE L AMBALLON,HOTEL DE VILLE,,,,38440 MOIDIEU DETOURBE,FRANCE,SYND INTER COM DES EAUX DE L AMBALLON,,,HOTEL DE VILLE,,38440 MOIDIEU DETOURBE,,,,,HOTEL DE VILLE,38440,,38,238,14,1,,1,O,201209,,3600Z,2008,00,0,2015,1,19830301,19830301,NR,99,,P,S,O,,0,SYND INTER COM DES EAUX DE L AMBALLON,,,,,,00019,84,38238,,7353,3600Z,2008,,,,00,0,2015,PME,19521205,201209,1,S,O,,,,,,,,,,,,2011-05-02T00:00:00,5.017878,45.5128948,0.96,poi.townhall,Hôtel de ville Moidieu-Détourbe,http://osm.org/node/3417775760,G
263804825,00010,CENTRE COMMUNAL D ACTION SOCIALE,CCAS,,,,38440 MOIDIEU DETOURBE,FRANCE,CENTRE COMMUNAL D'ACTION SOCIALE,CCAS,MAIRIE,,,38440 MOIDIEU DETOURBE,,,,,,38440,,38,238,14,1,CCAS,1,O,201209,,8899B,2008,00,0,2001,1,19940101,19940101,NR,99,,P,S,N,,0,CENTRE COMMUNAL D'ACTION SOCIALE,CCAS,,,,,00010,84,38238,,7361,8899B,2008,,,,00,0,2001,,19940101,201209,1,S,N,,,,,,,,,,,,1995-03-08T00:00:00,5.02168,45.512134,0,municipality,,38238,
293800744,00014,ASS FONCIERE DE REMEMBREMENT,MAIRIE,,,,38440 MOIDIEU DETOURBE,FRANCE,ASS FONCIERE DE REMEMBREMENT,,MAIRIE,,,38440 MOIDIEU DETOURBE,,,,,,38440,,38,238,14,1,,0,O,201209,,4299Z,2008,00,0,2001,1,19941001,19941001,NR,99,,P,S,N,,0,ASS FONCIERE DE REMEMBREMENT,,,,,,00014,84,38238,,7323,4299Z,2008,,,,00,0,2001,,19941001,201209,1,S,N,,,,,,,,,,,,1996-11-14T00:00:00,5.02168,45.512134,0,municipality,,38238,
307290684,00025,MONSIEUR GILBERT CORNIER,LE MOULIN,,,,38440 MOIDIEU DETOURBE,FRANCE,MONSIEUR GILBERT CORNIER,,,LE MOULIN,,38440 MOIDIEU DETOURBE,,,,,LE MOULIN,38440,,38,238,14,1,,0,O,201209,9,6820B,2008,00,0,2004,1,19880128,19880128,NR,93,,P,S,N,,0,CORNIER*GILBERT/,,CORNIER,GILBERT,1,,00025,84,38238,,,6820B,2008,,,,00,0,2004,PME,19760101,201209,1,S,N,,,,,,,,,,,,2002-07-11T00:00:00,5.014502,45.514135,0.32,street,Chemin du Moulin 38440 Moidieu-Détourbe,38238_XXXX_3de920,G
313978140,00033,MADAME ISABELLE MARMONIER,LE CEDRE VERT,,,,38440 MOIDIEU DETOURBE,FRANCE,MADAME ISABELLE MARMONIER,,,LE CEDRE VERT,,38440 MOIDIEU DETOURBE,,,,,LE CEDRE VERT,38440,,38,238,14,1,,1,O,201209,5,6391Z,2008,00,0,2004,1,20030201,20030201,NR,99,,P,S,O,,0,MARMONIER*ISABELLE/,,MARMONIER,ISABELLE,2,,00033,84,38238,,,6391Z,2008,,,,00,0,2004,PME,19780101,201209,1,S,O,,,,,,,,,,,,2009-05-14T00:00:00,5.02168,45.512134,0,municipality,,38238,
314231036,00059,MONSIEUR JEAN ROUSSET,,,55 CHEMIN DU TAMARIS,,38440 MOIDIEU DETOURBE,FRANCE,MONSIEUR JEAN ROUSSET,,,55 CHE DU TAMARIS,,38440 MOIDIEU DETOURBE,,55,,CHE,DU TAMARIS,38440,,38,238,14,1,,1,O,201607,9,9003B,2011,00,NN,2011,1,20110101,20110101,,,,P,S,O,,0,ROUSSET*JEAN PAUL/,,ROUSSET,JEAN,1,,00059,84,38238,,,9003B,2011,,,,00,0,2004,PME,19780101,201209,1,S,O,,,,,,,,,,,,2016-07-27T00:00:00,5.017111,45.510373,0.68,housenumber,55 Chemin du Tamaris 38440 Moidieu-Détourbe,ADRNIVX_0000000349820325,G
314320912,00012,MONSIEUR GASTON FERRAND,,,,,38440 MOIDIEU DETOURBE,FRANCE,MONSIEUR GASTON FERRAND,,,,,38440 MOIDIEU DETOURBE,,,,,,38440,,38,238,14,1,,1,O,201209,6,0111Z,2008,00,0,2004,1,19841231,19841231,NR,99,,P,S,O,,0,FERRAND*GASTON FIRMIN/,,FERRAND,GASTON,1,,00012,84,38238,,,0111Z,2008,,,,00,0,2004,,19841231,201209,1,S,O,,,,,,,,,,,,1997-07-23T00:00:00,5.02168,45.512134,0,municipality,,38238,
