SIREN,NIC,L1_NORMALISEE,L2_NORMALISEE,L3_NORMALISEE,L4_NORMALISEE,L5_NORMALISEE,L6_NORMALISEE,L7_NORMALISEE,L1_DECLAREE,L2_DECLAREE,L3_DECLAREE,L4_DECLAREE,L5_DECLAREE,L6_DECLAREE,L7_DECLAREE,NUMVOIE,INDREP,TYPVOIE,LIBVOIE,CODPOS,CEDEX,DEPET,COMET,TCD,SIEGE,ENSEIGNE,IND_PUBLIPO,DIFFCOM,AMINTRET,NATETAB,APET700,DAPET,TEFET,EFETCENT,DEFET,ORIGINE,DCRET,DDEBACT,ACTIVNAT,LIEUACT,ACTISURF,SAISONAT,MODET,PRODET,PRODPART,AUXILT,NOMEN_LONG,SIGLE,NOM,PRENOM,CIVILITE,RNA,NICSIEGE,RPEN,DEPCOMEN,ADR_MAIL,NJ,APEN700,DAPEN,APRM,ESS,DATEESS,TEFEN,EFENCENT,DEFEN,CATEGORIE,DCREN,AMINTREN,MONOACT,MODEN,PRODEN,ESAANN,TCA,ESAAPEN,ESASEC1N,ESASEC2N,ESASEC3N,ESASEC4N,VMAJ,VMAJ1,VMAJ2,VMAJ3,DATEMAJ,longitude,latitude,geo_score,geo_type,geo_adresse,geo_id,geo_ligne
040457368,00013,IMMEUBLE LES MOUETTES,,,RUE JEAN MOULIN,,38670 CHASSE SUR RHONE,,IMMEUBLE LES MOUETTES,,,RUE JEAN MOULIN,,38670 CHASSE SUR RHONE,,,,RUE,JEAN MOULIN,38670,,38,087,21,1,,0,O,201209,,8110Z,2008,00,0,2005,1,19941225,19941225,NR,99,,P,S,N,,0,IMMEUBLE LES MOUETTES,,,,,,00013,84,38087,,9110,8110Z,2008,,,,00,0,2005,,19941225,201209,1,S,N,,,,,,,,,,,,2006-02-06T00:00:00,4.805888,45.579257,0.91,street,Rue Jean Moulin 38670 Chasse-sur-Rhône,38087_0179_c685d2,G
040457574,00016,IMMEUBLE L ECUREUIL,,,,,38670 CHASSE SUR RHONE,,IMMEUBLE L ECUREUIL,,,,,38670 CHASSE SUR RHONE,,,,,,38670,,38,087,21,1,,0,O,201209,,8110Z,2008,00,0,2012,1,19941225,19941225,NR,99,,P,S,N,,0,IMMEUBLE L ECUREUIL,,,,,,00016,84,38087,,9110,8110Z,2008,,,,00,0,2012,PME,19941225,201209,1,S,N,,,,,,,,,,,,2012-10-10T00:00:00,4.814176,45.579683,0,municipality,,38087,
200047447,00012,SM POUR CONSTRUCTION STATION EPURATION,MAIRIE,,PLACE JEAN JAURES,BP 4,38670 CHASSE SUR RHONE,FRANCE,SM POUR CONSTRUCTION STATION EPURATION,,MAIRIE,PL JEAN JAURES,BP 4,38670 CHASSE SUR RHONE,,,,PL,JEAN JAURES,38670,,38,087,21,1,,1,O,201409,,8412Z,2007,00,NN,2007,1,20070101,20070101,,,,P,S,O,,0,SYNDICAT INTERCOMMUNAL MIXTE POUR LA CONSTRUCTION D'UNE STATION D'EPURATION A CHASSE SUR RHONE,SISEC,,,,,00012,84,38087,,7354,8412Z,2007,,,,00,NN,2007,,20070101,201409,1,S,O,,,,,,,,,,,,2014-09-22T00:00:00,4.807999,45.578479,0.64,street,Place Jean Jaures 38670 Chasse-sur-Rhône,38087_XXXX_30ec24,G
213800873,00019,COMMUNE DE CHASSE SUR RHONE,MAIRIE,,PLACE JEAN JAURES,,38670 CHASSE SUR RHONE,FRANCE,COMMUNE DE CHASSE SUR RHONE,MAIRIE,,PL JEAN JAURES,,38670 CHASSE SUR RHONE,,,,PL,JEAN JAURES,38670,,38,087,21,1,MAIRIE,1,O,201209,,8411Z,2008,12,20,2015,1,19830301,19830301,NR,99,,P,S,N,,0,COMMUNE DE CHASSE SUR RHONE,,,,,,00019,84,38087,,7210,8411Z,2008,,,,22,100,2015,PME,19820101,201209,4,S,N,,,,,,,,,,,,1998-04-17T00:00:00,4.807999,45.578479,0.64,street,Place Jean Jaures 38670 Chasse-sur-Rhône,38087_XXXX_30ec24,G
213800873,00027,COMMUNE DE CHASSE SUR RHONE,ECOLE MATERNELLE PUBLIQUE LES BARBIERE,,131 ALLEE DES GLYCINES,,38670 CHASSE SUR RHONE,FRANCE,COMMUNE DE CHASSE SUR RHONE,ECOLE MATERNELLE PUBLIQUE LES BARBIERE,,131 ALL DES GLYCINES,,38670 CHASSE SUR RHONE,,131,,ALL,DES GLYCINES,38670,,38,087,21,0,ECOLE MATERNELLE PUBLIQUE LES BARBIERES,1,O,201209,,8510Z,2008,03,6,2015,1,19831221,19831221,NR,99,,P,S,N,,0,COMMUNE DE CHASSE SUR RHONE,,,,,,00019,84,38087,,7210,8411Z,2008,,,,22,100,2015,PME,19820101,201209,4,S,N,,,,,,,,,,,,2007-10-13T00:00:00,4.797879,45.584882,0.75,housenumber,131 Allée des Glycines 38670 Chasse-sur-Rhône,ADRNIVX_0000000286423841,G
213800873,00035,COMMUNE DE CHASSE SUR RHONE,ECOLE PRIMAIRE PUBLIQUE MIXTE 2,,2 PLACE JULES FERRY,,38670 CHASSE SUR RHONE,FRANCE,COMMUNE DE CHASSE SUR RHONE,ECOLE PRIMAIRE PUBLIQUE MIXTE 2,,2 PL JULES FERRY,,38670 CHASSE SUR RHONE,,2,,PL,JULES FERRY,38670,,38,087,21,0,ECOLE PRIMAIRE PUBLIQUE MIXTE 2,1,O,201209,,8520Z,2008,12,20,2015,1,19831221,19831221,NR,99,,P,S,N,,0,COMMUNE DE CHASSE SUR RHONE,,,,,,00019,84,38087,,7210,8411Z,2008,,,,22,100,2015,PME,19820101,201209,4,S,N,,,,,,,,,,,,2007-10-13T00:00:00,4.804755,45.579563,0.58,street,Place Jules Ferry 38670 Chasse-sur-Rhône,38087_XXXX_21df63,G
213800873,00043,COMMUNE DE CHASSE SUR RHONE,ECOLE PRIMAIRE PUBLIQUE MIXTE 1,,1 PLACE JULES FERRY,,38670 CHASSE SUR RHONE,FRANCE,COMMUNE DE CHASSE SUR RHONE,ECOLE PRIMAIRE PUBLIQUE MIXTE 1,,1 PL JULES FERRY,,38670 CHASSE SUR RHONE,,1,,PL,JULES FERRY,38670,,38,087,21,0,ECOLE PRIMAIRE PUBLIQUE MIXTE 1,1,O,201209,,8520Z,2008,03,6,2015,1,19831221,19831221,NR,99,,P,S,N,,0,COMMUNE DE CHASSE SUR RHONE,,,,,,00019,84,38087,,7210,8411Z,2008,,,,22,100,2015,PME,19820101,201209,4,S,N,,,,,,,,,,,,2007-10-13T00:00:00,4.804755,45.579563,0.67,housenumber,1 Place Jules Ferry 38670 Chasse-sur-Rhône,ADRNIVX_0000000310347991,G
213800873,00050,COMMUNE DE CHASSE SUR RHONE,ECOLE MATERNELLE PUB LES GORGELIERES,,RUE DU SENTIER,,38670 CHASSE SUR RHONE,,COMMUNE DE CHASSE SUR RHONE,ECOLE MATERNELLE PUB LES GORGELIERES,,RUE DU SENTIER,,38670 CHASSE SUR RHONE,,,,RUE,DU SENTIER,38670,,38,087,21,0,ECOLE MATERNELLE PUB LES GORGELIERES,1,O,201209,,8510Z,2008,11,10,2015,1,19831221,19831221,NR,99,,P,S,N,,0,COMMUNE DE CHASSE SUR RHONE,,,,,,00019,84,38087,,7210,8411Z,2008,,,,22,100,2015,PME,19820101,201209,4,S,N,,,,,,,,,,,,2007-10-13T00:00:00,4.805029,45.578316,0.91,street,Rue du Sentier 38670 Chasse-sur-Rhône,38087_0456_598844,G
213800873,00068,COMMUNE DE CHASSE SUR RHONE,ECOLE MATERNELLE PUBLIQUE LE CHATEAU,,52 RUE WAGNER,,38670 CHASSE SUR RHONE,FRANCE,COMMUNE DE CHASSE SUR RHONE,ECOLE MATERNELLE PUBLIQUE LE CHATEAU,,52 RUE WAGNER,,38670 CHASSE SUR RHONE,,52,,RUE,WAGNER,38670,,38,087,21,0,ECOLE MATERNELLE PUBLIQUE LE CHATEAU,1,O,201209,,8510Z,2008,03,6,2015,1,19831221,19831221,NR,99,,P,S,N,,0,COMMUNE DE CHASSE SUR RHONE,,,,,,00019,84,38087,,7210,8411Z,2008,,,,22,100,2015,PME,19820101,201209,4,S,N,,,,,,,,,,,,2007-10-13T00:00:00,4.798376,45.581081,0.91,housenumber,52 Rue Wagner 38670 Chasse-sur-Rhône,ADRNIVX_0000000329612280,G
213800873,00076,COMMUNE DE CHASSE SUR RHONE,CENTRE SOCIAL LES BARBIERES,,PL DE LA MAIRIE,,38670 CHASSE SUR RHONE,,COMMUNE DE CHASSE SUR RHONE,CENTRE SOCIAL LES BARBIERES,,PL DE LA MAIRIE,,38670 CHASSE SUR RHONE,,,,PL,DE LA MAIRIE,38670,,38,087,21,0,CENTRE SOCIAL LES BARBIERES,1,O,201209,,8899B,2008,01,1,2015,1,19820101,19820101,NR,99,,P,S,N,,0,COMMUNE DE CHASSE SUR RHONE,,,,,,00019,84,38087,,7210,8411Z,2008,,,,22,100,2015,PME,19820101,201209,4,S,N,,,,,,,,,,,,2007-07-15T00:00:00,4.814176,45.579683,0,municipality,,38087,
