SIREN,NIC,L1_NORMALISEE,L2_NORMALISEE,L3_NORMALISEE,L4_NORMALISEE,L5_NORMALISEE,L6_NORMALISEE,L7_NORMALISEE,L1_DECLAREE,L2_DECLAREE,L3_DECLAREE,L4_DECLAREE,L5_DECLAREE,L6_DECLAREE,L7_DECLAREE,NUMVOIE,INDREP,TYPVOIE,LIBVOIE,CODPOS,CEDEX,DEPET,COMET,TCD,SIEGE,ENSEIGNE,IND_PUBLIPO,DIFFCOM,AMINTRET,NATETAB,APET700,DAPET,TEFET,EFETCENT,DEFET,ORIGINE,DCRET,DDEBACT,ACTIVNAT,LIEUACT,ACTISURF,SAISONAT,MODET,PRODET,PRODPART,AUXILT,NOMEN_LONG,SIGLE,NOM,PRENOM,CIVILITE,RNA,NICSIEGE,RPEN,DEPCOMEN,ADR_MAIL,NJ,APEN700,DAPEN,APRM,ESS,DATEESS,TEFEN,EFENCENT,DEFEN,CATEGORIE,DCREN,AMINTREN,MONOACT,MODEN,PRODEN,ESAANN,TCA,ESAAPEN,ESASEC1N,ESASEC2N,ESASEC3N,ESASEC4N,VMAJ,VMAJ1,VMAJ2,VMAJ3,DATEMAJ,longitude,latitude,geo_score,geo_type,geo_adresse,geo_id,geo_ligne
216901199,00010,COMMUNE DE LONGES,MAIRIE,LE BOURG,,,69420 LONGES,FRANCE,COMMUNE DE LONGES,MAIRIE,,LE BOURG,,69420 LONGES,,,,,LE BOURG,69420,,69,119,12,1,MAIRIE,1,O,201209,,8411Z,2008,11,10,2015,1,19830301,19830301,NR,99,,P,S,N,,0,COMMUNE DE LONGES,,,,,,00010,84,69119,,7210,8411Z,2008,,,,11,10,2015,PME,19830301,201209,3,S,N,,,,,,,,,,,,2014-02-04T00:00:00,4.679793,45.504367,0,municipality,,69119,
216901199,00028,COMMUNE DE LONGES,ECOLE PRIMAIRE PUBLIQUE DU BOURG,LE BOURG,,,69420 LONGES,FRANCE,COMMUNE DE LONGES,ECOLE PRIMAIRE PUBLIQUE  DU BOURG,,LE BOURG,,69420 LONGES,,,,,LE BOURG,69420,,69,119,12,0,ECOLE PRIMAIRE PUBLIQUE  DU BOURG,1,O,201209,,8520Z,2008,03,6,2015,1,19831221,19831221,NR,99,,P,S,N,,0,COMMUNE DE LONGES,,,,,,00010,84,69119,,7210,8411Z,2008,,,,11,10,2015,PME,19830301,201209,3,S,N,,,,,,,,,,,,2007-12-07T00:00:00,4.679793,45.504367,0,municipality,,69119,
216901199,00044,COMMUNE DE LONGES,SCE ASSAINISSEMENT,LE BOURG,RUE DE LA MAIRIE,,69420 LONGES,FRANCE,COMMUNE DE LONGES,SCE ASSAINISSEMENT,MAIRIE,LE BOURG,,69420 LONGES,,,,,LE BOURG,69420,,69,119,12,0,SCE ASSAINISSEMENT,0,O,201209,,3700Z,2008,NN,NN,,1,19960101,19960101,NR,99,,P,S,N,,0,COMMUNE DE LONGES,,,,,,00010,84,69119,,7210,8411Z,2008,,,,11,10,2015,PME,19830301,201209,3,S,N,,,,,,,,,,,,1997-04-21T00:00:00,4.687795,45.504313,0.91,street,Rue de la Mairie 69420 Longes,69119_0195_522870,N
256900267,00020,SI RUR FAVOR SPORT CULT HAIES LONGES T,,,RUE DE LA MAIRIE,,69420 LONGES,FRANCE,SI RUR FAVOR SPORT CULT HAIES LONGES T,,MAIRIE,,,69420 LONGES,,,,,,69420,,69,119,12,1,,1,O,201209,,8412Z,2008,00,0,2015,9,20040906,20040906,NR,99,,P,S,O,,0,SI RUR FAVOR SPORT CULT HAIES LONGES TR,,,,,,00020,84,69119,,7353,8412Z,2008,,,,00,0,2015,PME,19670426,201209,1,S,O,,,,,,,,,,,,2004-09-10T00:00:00,4.687795,45.504313,0.91,street,Rue de la Mairie 69420 Longes,69119_0195_522870,N
303298541,00010,MONSIEUR ROGER COLOMBET,LE BOURG,,,,69420 LONGES,FRANCE,MONSIEUR ROGER COLOMBET,,,LE BOURG,,69420 LONGES,,,,,LE BOURG,69420,,69,119,12,1,,0,O,201209,9,6820B,2008,00,0,2004,1,19750101,20000601,NR,99,,P,S,N,,0,COLOMBET*ROGER/,,COLOMBET,ROGER,1,,00010,84,69119,,,6820B,2008,,,,00,0,2004,PME,19750101,201209,1,S,N,,,,,,,,,,,,2001-04-25T00:00:00,4.679793,45.504367,0,municipality,,69119,
326793494,00013,GAEC DU GRAND PRE,,DIZIMIEUX,215 ROUTE DU GRAND PRE,,69420 LONGES,FRANCE,GAEC DU GRAND PRE,,DIZIMIEUX,215 RTE DE GRAND PRE,,69420 LONGES,,215,,RTE,DE GRAND PRE,69420,,69,119,12,1,,1,O,201209,,0141Z,2008,01,1,2015,1,19830209,19830209,NR,99,,P,S,O,,0,GAEC DU GRAND PRE,,,,,,00013,84,69119,,6533,0141Z,2008,,,,01,1,2015,,19830209,201209,1,S,O,,,,,,,,,,,,2017-01-06T00:00:00,4.667664,45.521804,0.74,housenumber,215 Route de Grand Pré 69420 Longes,ADRNIVX_0000000340288272,G
327285912,00017,ASS HABITANTS DIZIMIEUX,,,RUE DE LA MAIRIE,,69420 LONGES,FRANCE,ASS HABITANTS DIZIMIEUX,,,MAIRIE,,69420 LONGES,,,,,MAIRIE,69420,,69,119,12,1,,1,O,201209,,9499Z,2008,00,0,2004,1,19830125,19830125,NR,99,,P,S,N,,0,ASS HABITANTS DIZIMIEUX,,,,,W691067414,00017,84,69119,,9220,9499Z,2008,,O,20160101,00,0,2004,,19830125,201209,1,S,N,,,,,,,,,,,,1998-11-06T00:00:00,4.687795,45.504313,0.3,street,Rue de la Mairie 69420 Longes,69119_0195_522870,G
332507763,00016,LE CHIRATE,,,CHASSENOUD,,69420 LONGES,FRANCE,LE CHIRATE,,,HAM CHASSENOUD,,69420 LONGES,,,,HAM,CHASSENOUD,69420,,69,119,12,1,,1,O,201209,,0141Z,2008,01,1,2015,1,19850318,19850318,NR,99,,P,S,O,,0,LE CHIRATE,,,,,,00016,84,69119,,6598,0141Z,2008,,,,01,1,2015,,19850318,201209,1,S,O,,,,,,,,,,,,2013-11-24T00:00:00,4.704188,45.494312,0.63,street,Chassenoud 69420 Longes,69119_B020_69ac5b,G
334557147,00017,GAEC DES SAGNES,,DIZIMIEUX,210 RUE DES SAGNES,,69420 LONGES,FRANCE,GAEC DES SAGNES,,DIZIMIEUX,210 RUE DES SAGNES,,69420 LONGES,,210,,RUE,DES SAGNES,69420,,69,119,12,1,,1,O,201209,,0141Z,2008,01,1,2015,1,19851201,19851201,NR,99,,P,S,O,,0,GAEC DES SAGNES,,,,,,00017,84,69119,,6533,0141Z,2008,,,,01,1,2015,,19851201,201209,1,S,O,,,,,,,,,,,,2014-01-27T00:00:00,4.66916,45.518726,0.91,housenumber,210 Rue des Sagnes 69420 Longes,ADRNIVX_0000000340288281,G
337830517,00013,FERME DU LAC,,,460 ROUTE PELUSSIN,,69420 LONGES,FRANCE,FERME DU LAC,,,460 RTE DE PELUSSIN,,69420 LONGES,,460,,RTE,DE PELUSSIN,69420,,69,119,12,1,,1,O,201209,,0141Z,2008,00,0,2004,1,19860414,19860414,NR,99,,P,S,O,,0,FERME DU LAC,,,,,,00013,84,69119,,6533,0141Z,2008,,,,00,0,2004,,19860414,201209,1,S,O,,,,,,,,,,,,2015-12-22T00:00:00,4.683116,45.503938,0.61,housenumber,460 Route Pelussin 69420 Longes,ADRNIVX_0000000357333525,G
