SIRET;L1_NOMEN;L2_COMP;L3_CADR;L4_VOIE;L5_DISP;L6_POST;DEPET;L7_ETRG;RPET;ARRONET;CTONET;COMET;LIBCOM;DU;EPCI;TU;UU;CODEVOIE;TCD;ZEMET;NUMVOIE;INDREP;TYPVOIE;LIBVOIE;CODPOS;CEDEX;ZR1;SIEGE;ENSEIGNE;NOM_COM;NATETAB;LIBNATETAB;APET700;LIBAPET;DAPET;TEFET;EFETCENT;DCRET;DEFET;ORIGINE;AMINTRET;ACTIVNAT;LIEUACT;ACTISURF;SAISONAT;MODET;AUXILT;PRODET;PRODPART;ZR2;NOMEN_LONG;SIGLE;CIVILITE;NJ;LIBNJ;APEN700;LIBAPEN;DAPEN;APRM;TEFEN;EFENCENT;DEFEN;CATEGORIE;DCREN;AMINTREN;MONOACT;MODEN;PRODEN;ESAANN;TCA;ESAAPEN;ESASEC1N;ESASEC2N;ESASEC3N;ESASEC4N;REGIMP;MONOREG;ZR3;RPEN;DEPCOMEN;VMAJ;VMAJ1;IND_PUBLIPO;VMAJ2;VMAJ3;MAJ_DATE
31890644302777;BUFFALO GRILL;"";"";17 AVENUE FREDERIC MISTRAL;"";38670 CHASSE SUR RHONE;FRANCE;84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;17;"";AV;FREDERIC MISTRAL;38670;"";;0;BUFFALO GRILL;;"";"";5610A;Restauration traditionnelle;2016;11;NN;20160409;2016;1;201603;10;99;"";P;S;0;O;"";;BUFFALO GRILL;"";"";5699;SA à directoire (s.a.i.);5610A;Restauration traditionnelle;2008;"";51;4000;2015;ETI;19930921;201209;2;S;O;2014;9;5610A;5610A;7311Z;7010Z;7740Z;;;;11;38087;I;"";1;"";"";27/02/2018
31890644302777;BUFFALO GRILL;"";"";17 AVENUE FREDERIC MISTRAL;"";38670 CHASSE SUR RHONE;FRANCE;84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;17;"";AV;FREDERIC MISTRAL;38670;"";;0;BUFFALO GRILL;;"";"";5610A;Restauration traditionnelle;2016;11;NN;20160409;2016;1;201603;10;99;"";P;S;0;O; ;;BUFFALO GRILL;"";"";5699;SA à directoire (s.a.i.);5610A;Restauration traditionnelle;2008;"";51;4000;2015;ETI;19930921;201209;2;S;O;2014;9;5610A;5610A;7311Z;7010Z;7740Z;;;;11;38087;F;0;1;0;0;27/02/2018
40338212000026;YG PHOTOGRAPHIES;"STUDIOS GRAND SUD LOCATION ; STUDIOS G";"";298 CHE DE LA JACONNE;"";38670 CHASSE SUR RHONE;"";84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;298;"";CHE;DE LA JACONNE;38670;"";;1;"STUDIOS GRAND SUD LOCATION ; STUDIOS GRAND SUD LOC";;"";"";7420Z;Activités photographiques;2017;00;NN;20170601;2017;1;201709;NR;NR;"";P;S;0;O; ;;YG PHOTOGRAPHIES;"";"";5499;Société à responsabilité limitée (sans autre indication);7420Z;Activités photographiques;2008;7420ZS;01;1;2015;PME;19960101;201209;1;S;O;"";"";"";"";"";"";"";;;;84;38087;C;"";1;"";"";27/02/2018
44847193800028;MONSIEUR NICOLAS ULMANN;"";"";"";"";38670 CHASSE SUR RHONE;"";84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;"";"";"";"";38670;"";;1;"";;2;Commerçant ;4781Z;Commerce de détail alimentaire sur éventaires et marchés;2016;00;NN;20160401;2016;1;201604;10;92;"";P;S;0;O;"";;ULMANN*NICOLAS/;"";1;"";"";4781Z;Commerce de détail alimentaire sur éventaires et marchés;2016;"";00;NN;2016;"";20030507;201604;1;S;O;"";"";"";"";"";"";"";;;;84;38087;E;"";0;"";"";27/02/2018
45260328500035;VALINO;RUE DE LA CUISINE;"";1012 AVENUE FREDERIC MISTRAL;"";38670 CHASSE SUR RHONE;FRANCE;84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;1012;"";AV;FREDERIC MISTRAL;38670;"";;0;"";;"";"";3109B;Fabrication autres meubles & industries connexes de l'ameublement;2009;02;3;20090513;2015;1;201209;04;NR;"";P;S;0;O;"";;VALINO;"";"";5710;SAS, société par actions simplifiée;3102Z;Fabrication de meubles de cuisine;2008;3102ZZ;12;20;2015;PME;20040303;201209;2;S;O;2014;4;3102Z;4759A;4647Z;3102Z;4643Z;;;;84;38087;I;"";1;"";"";27/02/2018
45260328500035;VALINO;RUE DE LA CUISINE;"";1012 AVENUE FREDERIC MISTRAL;"";38670 CHASSE SUR RHONE;FRANCE;84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;1012;"";AV;FREDERIC MISTRAL;38670;"";;0;"";;"";"";3109B;Fabrication autres meubles & industries connexes de l'ameublement;2009;02;3;20090513;2015;1;201209;04;NR;"";P;S;0;O; ;;VALINO;"";"";5710;SAS, société par actions simplifiée;4647Z;Commerce de gros de meubles, de tapis et d'appareils d'éclairage;2016;3102ZZ;12;20;2015;PME;20040303;201209;2;S;O;2014;4;3102Z;4759A;4647Z;3102Z;4643Z;;;;84;38087;F;0;1;0;1;27/02/2018
47999416200028;LA TAVERNE DU VIEUX MOULIN;"";"";550 CHEMIN DE TREMBAS;"";38670 CHASSE SUR RHONE;FRANCE;84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;550;"";CHE;DE TREMBAS;38670;"";;1;"";;"";"";7010Z;Activités des sièges sociaux;2017;NN;NN;20170822;"";NR;201709;"";"";"";P;S;1;O; ;;LA TAVERNE DU VIEUX MOULIN;"";"";5499;Société à responsabilité limitée (sans autre indication);6820B;Location de terrains et d'autres biens immobiliers;2011;"";00;0;2010;PME;20041001;201209;1;S;O;"";"";"";"";"";"";"";;;;84;38087;C;"";1;"";"";27/02/2018
52095746500013;SPEED LADIES;"";"";ZI DE L'ISLON;"";38670 CHASSE SUR RHONE;"";84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;"";"";"";ZI DE L'ISLON;38670;"";;1;"";;"";"";8230Z;Organisation de foires, salons professionnels et congrès;2010;00;NN;20100312;2010;1;201209;99;07;"";P;S;0;O;"";;SPEED LADIES;"";"";5499;Société à responsabilité limitée (sans autre indication);8230Z;Organisation de foires, salons professionnels et congrès;2010;"";00;NN;2010;PME;20100312;201209;1;S;O;"";"";"";"";"";"";"";;;;84;38087;E;"";1;"";"";27/02/2018
52270921100018;FRID'ALPES CONCEPT;"";"";ZAC DES PLANTIERES;"";38670 CHASSE SUR RHONE;"";84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;"";"";"";ZAC DES PLANTIERES;38670;"";;1;"";;"";"";5610C;Restauration de type rapide;2011;00;NN;20100513;2010;1;201209;99;99;"";P;S;0;O;"";;FRID'ALPES CONCEPT;"";"";5499;Société à responsabilité limitée (sans autre indication);5610C;Restauration de type rapide;2011;"";11;10;2015;PME;20100513;201209;1;S;O;"";"";"";"";"";"";"";;;;84;38087;E;"";1;"";"";27/02/2018
52824661400028;MONSIEUR DIDIER COLIN;ENSEMBLE ETAGE O;BATIMENT LES CHARMILLES;1 ALLEE EST DES BARBIERES;"";38670 CHASSE SUR RHONE;FRANCE;84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;1;"";ALL;EST DES BARBIERES;38670;"";;1;"";;3;Artisan ;8121Z;Nettoyage courant des bâtiments;2013;00;NN;20130115;2013;1;201303;15;91;"";P;S;0;O;"";;COLIN*DIDIER/;"";1;"";"";8121Z;Nettoyage courant des bâtiments;2013;8121ZZ;00;NN;2013;PME;20101111;201303;1;S;O;"";"";"";"";"";"";"";;;;84;38087;E;"";1;"";"";27/02/2018
