"SIREN";"NIC";"L1_NORMALISEE";"L2_NORMALISEE";"L3_NORMALISEE";"L4_NORMALISEE";"L5_NORMALISEE";"L6_NORMALISEE";"L7_NORMALISEE";"L1_DECLAREE";"L2_DECLAREE";"L3_DECLAREE";"L4_DECLAREE";"L5_DECLAREE";"L6_DECLAREE";"L7_DECLAREE";"NUMVOIE";"INDREP";"TYPVOIE";"LIBVOIE";"CODPOS";"CEDEX";"RPET";"LIBREG";"DEPET";"ARRONET";"CTONET";COMET;"LIBCOM";"DU";"TU";"UU";"EPCI";"TCD";"ZEMET";"SIEGE";"ENSEIGNE";"IND_PUBLIPO";"DIFFCOM";"AMINTRET";"NATETAB";"LIBNATETAB";"APET700";"LIBAPET";"DAPET";"TEFET";"LIBTEFET";"EFETCENT";"DEFET";"ORIGINE";"DCRET";"DDEBACT";"ACTIVNAT";"LIEUACT";"ACTISURF";"SAISONAT";"MODET";"PRODET";"PRODPART";"AUXILT";"NOMEN_LONG";"SIGLE";"NOM";"PRENOM";"CIVILITE";"RNA";"NICSIEGE";"RPEN";"DEPCOMEN";"ADR_MAIL";"NJ";"LIBNJ";"APEN700";"LIBAPEN";"DAPEN";"APRM";"ESS";"DATEESS";"TEFEN";"LIBTEFEN";"EFENCENT";"DEFEN";"CATEGORIE";"DCREN";"AMINTREN";"MONOACT";"MODEN";"PRODEN";"ESAANN";"TCA";"ESAAPEN";"ESASEC1N";"ESASEC2N";"ESASEC3N";"ESASEC4N";"VMAJ";"VMAJ1";"VMAJ2";"VMAJ3";"DATEMAJ"
"320102809";"00219";"LAYHER";"";"";"164 CHEMIN DES PLATIERES";"";"38670 CHASSE SUR RHONE";"FRANCE";"LAYHER";"";"";"164 CHE DES PLATIERES";"";"38670 CHASSE SUR RHONE";"";"164";"";"CHE";"DES PLATIERES";"38670";"";"84";"Auvergne-Rhône-Alpes";38;"3";"27";087;"CHASSE SUR RHONE";"00";"7";"58";243800455;"21";"8214";"0";"";"1";"O";"201309";"";"";"4663Z";"Comm de gros de machines pour l'extrac, la constr, le génie civil";"2013";"11";"10 à 19 salariés";"10";"2015";"1";"20131006";"20131006";"NR";"NR";"";"P";"S";"O";" ";"0";"LAYHER";"";"";"";"";"";"00201";"11";"77181";"";"5720";"Société par actions simplifiée à associé unique ou société par actions simplifiée unipersonnelle ";"7732Z";"Location et location-bail machines & équipts pour la construction";"2015";"";"";"";"22";"100 à 199 salariés";"100";"2015";"ETI";"19800901";"201209";"1";"S";"O";"2012";"7";"7732Z";"7732Z";"4663Z";"";"";"I";"";"";"";"2017-02-07T09:53:22"
"320102809";"00219";"LAYHER";"";"";"164 CHEMIN DES PLATIERES";"";"38670 CHASSE SUR RHONE";"FRANCE";"LAYHER";"";"";"164 CHE DES PLATIERES";"";"38670 CHASSE SUR RHONE";"";"164";"";"CHE";"DES PLATIERES";"38670";"";"84";"Auvergne-Rhône-Alpes";38;"3";"27";087;"CHASSE SUR RHONE";"00";"7";"58";243800455;"21";"8214";"0";"";"1";"O";"201309";"";"";"4663Z";"Comm de gros de machines pour l'extrac, la constr, le génie civil";"2013";"11";"10 à 19 salariés";"10";"2015";"1";"20131006";"20131006";"NR";"NR";"";"P";"S";"O";" ";"0";"LAYHER";"";"";"";"";"";"00201";"11";"77181";"";"5720";"Société par actions simplifiée à associé unique ou société par actions simplifiée unipersonnelle ";"4663Z";"Comm de gros de machines pour l'extrac, la constr, le génie civil";"2015";"";"";"";"22";"100 à 199 salariés";"100";"2015";"ETI";"19800901";"201209";"1";"S";"O";"2012";"7";"7732Z";"7732Z";"4663Z";"";"";"F";"0";"0";"1";"2017-02-07T09:53:22"
"342822764";"00045";"MONSIEUR JEAN LUC NORMAND";"";"";"31 RUE DU 19 MARS 1962";"";"38670 CHASSE SUR RHONE";"FRANCE";"MONSIEUR JEAN-LUC NORMAND";"";"";"31 RUE DU 19 MARS 1962";"";"38670 CHASSE SUR RHONE";"";"31";"";"RUE";"DU 19 MARS 1962";"38670";"";"84";"Auvergne-Rhône-Alpes";38;"3";"27";087;"CHASSE SUR RHONE";"00";"7";"58";243800455;"21";"8214";"1";"";"1";"O";"201702";"9";"Autre entrepreneur individuel";"9321Z";"Activités des parcs d'attractions et parcs à thèmes";"2017";"00";"0 salarié";"NN";"2017";"1";"20170101";"20170101";"10";"92";"";"P";"S";"O";" ";"0";"NORMAND*JEAN-LUC/";"";"NORMAND";"JEAN-LUC";"1";"";"00045";"84";"38087";"";"";"";"9321Z";"Activités des parcs d'attractions et parcs à thèmes";"2017";"";"";"";"00";"0 salarié";"NN";"2017";"";"19871104";"201702";"";"S";"O";"";"";"";"";"";"";"";"C";"";"";"";"2017-02-15T08:46:30"
"343909347";"00019";"CENTRE SOCIAL";"ASS GEST ANI CTRE SOCIAL CHAS SUR RH";"";"9 CHEMIN DES BARBIERES";"";"38670 CHASSE SUR RHONE";"FRANCE";"ASS GEST ANI CTRE SOCIAL CHAS SUR RH";"";"CENTRE SOCIAL";"9 RUE LES BARBIERES";"";"38670 CHASSE SUR RHONE";"";"9";"";"RUE";"LES BARBIERES";"38670";"";"84";"Auvergne-Rhône-Alpes";38;"3";"27";087;"CHASSE SUR RHONE";"00";"7";"58";243800455;"21";"8214";"1";"";"1";"O";"201209";"";"";"8891A";"Accueil de jeunes enfants";"2008";"11";"10 à 19 salariés";"10";"2015";"1";"19880101";"19880101";"NR";"99";"";"P";"S";"N";"";"0";"ASSOCIATION DE GESTION ET D'ANIMATION DU CENTRE SOCIAL DE CHASSE SUR RHONE";"C.S CHASSE SUR RHONE";"";"";"";"";"00019";"84";"38087";"";"9220";"Association déclarée ";"8891A";"Accueil de jeunes enfants";"2008";"";"";"";"11";"10 à 19 salariés";"10";"2015";"PME";"19880101";"201209";"1";"S";"N";"";"";"";"";"";"";"";"I";"";"";"";"2017-02-24T12:38:08"
"343909347";"00019";"ASS GEST ANI CTRE SOCIAL CHAS SUR RH";"C S CHASSE SUR RHONE";"";"9 RUE PIERRE MENDES FRANCE";"";"38670 CHASSE SUR RHONE";"FRANCE";"ASS GEST ANI CTRE SOCIAL CHAS SUR RH";"C.S CHASSE SUR RHONE";"";"9 RUE PIERRE MENDES FRANCE";"";"38670 CHASSE SUR RHONE";"";"9";"";"RUE";"PIERRE MENDES FRANCE";"38670";"";"84";"Auvergne-Rhône-Alpes";38;"3";"27";087;"CHASSE SUR RHONE";"00";"7";"58";243800455;"21";"8214";"1";"";"1";"O";"201209";"";"";"8891A";"Accueil de jeunes enfants";"2008";"11";"10 à 19 salariés";"10";"2015";"1";"19880101";"19880101";"NR";"99";"";"P";"S";"N";" ";"0";"ASSOCIATION DE GESTION ET D'ANIMATION DU CENTRE SOCIAL DE CHASSE SUR RHONE";"C.S CHASSE SUR RHONE";"";"";"";"";"00019";"84";"38087";"";"9220";"Association déclarée ";"8891A";"Accueil de jeunes enfants";"2008";"";"";"";"11";"10 à 19 salariés";"10";"2015";"PME";"19880101";"201209";"1";"S";"N";"";"";"";"";"";"";"";"F";"0";"0";"0";"2017-02-24T12:38:08"
"419038294";"00031";"MONSIEUR MANUEL ROSSI";"ROSSI CARRELAGE";"";"6 ALLEE DES PERDRIX";"";"38670 CHASSE SUR RHONE";"FRANCE";"MONSIEUR MANUEL ROSSI";"ROSSI CARRELAGE";"";"6 ALL DES PERDRIX";"";"38670 CHASSE SUR RHONE";"";"6";"";"ALL";"DES PERDRIX";"38670";"";"84";"Auvergne-Rhône-Alpes";38;"3";"27";087;"CHASSE SUR RHONE";"00";"7";"58";243800455;"21";"8214";"1";"";"1";"O";"201702";"3";"Artisan ";"4333Z";"Travaux de revêtement des sols et des murs";"2017";"00";"0 salarié";"NN";"2011";"1";"20110801";"20170206";"14";"91";"";"P";"S";"O";" ";"0";"ROSSI*MANUEL/";"";"ROSSI";"MANUEL";"1";"";"00031";"84";"38087";"";"";"";"4333Z";"Travaux de revêtement des sols et des murs";"2017";"4333ZZ";"";"";"00";"0 salarié";"NN";"2011";"";"19980701";"201702";"";"S";"O";"";"";"";"";"";"";"";"C";"";"";"";"2017-02-22T03:30:18"
"444405252";"00016";"SARL RHONE ALPES FRUITS";"";"";"320 RUE DE L EGALITE";"";"38670 CHASSE SUR RHONE";"FRANCE";"SARL RHONE ALPES FRUITS";"";"";"320 RUE EGALITE";"";"38670 CHASSE SUR RHONE";"";"320";"";"RUE";"EGALITE";"38670";"";"84";"Auvergne-Rhône-Alpes";38;"3";"27";087;"CHASSE SUR RHONE";"00";"7";"58";243800455;"21";"8214";"1";"";"1";"O";"201209";"";"";"4781Z";"Commerce de détail alimentaire sur éventaires et marchés";"2008";"01";"1 ou 2 salariés";"1";"2015";"1";"20030102";"20030102";"NR";"NR";"";"P";"S";"O";"";"0";"SARL RHONE ALPES FRUITS";"";"";"";"";"";"00016";"84";"38087";"";"5499";"Société à responsabilité limitée (sans autre indication)";"4781Z";"Commerce de détail alimentaire sur éventaires et marchés";"2008";"";"";"";"01";"1 ou 2 salariés";"1";"2015";"PME";"20030102";"201209";"1";"S";"O";"";"";"";"";"";"";"";"E";"";"";"";"2017-02-20T10:48:00"
"444405252";"00024";"SARL RHONE ALPES FRUITS";"";"";"79 RUE DE LA PAIX";"";"38670 CHASSE SUR RHONE";"FRANCE";"SARL RHONE ALPES FRUITS";"";"";"79 RUE DE LA PAIX";"";"38670 CHASSE SUR RHONE";"";"79";"";"RUE";"DE LA PAIX";"38670";"";"84";"Auvergne-Rhône-Alpes";38;"3";"27";087;"CHASSE SUR RHONE";"00";"7";"58";243800455;"21";"8214";"1";"";"1";"O";"201702";"";"";"4781Z";"Commerce de détail alimentaire sur éventaires et marchés";"2017";"01";"1 ou 2 salariés";"NN";"2017";"1";"20170126";"20170126";"";"";"";"P";"S";"O";" ";"0";"SARL RHONE ALPES FRUITS";"";"";"";"";"";"00024";"84";"38087";"";"5499";"Société à responsabilité limitée (sans autre indication)";"4781Z";"Commerce de détail alimentaire sur éventaires et marchés";"2008";"";"";"";"01";"1 ou 2 salariés";"1";"2015";"PME";"20030102";"201209";"1";"S";"O";"";"";"";"";"";"";"";"C";"";"";"";"2017-02-20T10:48:00"
"447590274";"00026";"MONSIEUR MAXIME BERTON";"MSO";"LES PEUPLIERS";"LIEU DIT LE LOT ET BOISSE";"";"38670 CHASSE SUR RHONE";"FRANCE";"MONSIEUR MAXIME BERTON";"MSO";"LES PEUPLIERS";"LIEU DIT LE LOT ET BOISSE";"";"38670 CHASSE SUR RHONE";"";"";"";"";"LIEU DIT LE LOT ET BOISSE";"38670";"";"84";"Auvergne-Rhône-Alpes";38;"3";"27";087;"CHASSE SUR RHONE";"00";"7";"58";243800455;"21";"8214";"1";"";"1";"O";"201702";"3";"Artisan ";"4331Z";"Travaux de plâtrerie";"2017";"00";"0 salarié";"NN";"2017";"1";"20170213";"20170213";"14";"91";"";"P";"S";"O";" ";"0";"BERTON*MAXIME/";"";"BERTON";"MAXIME";"1";"";"00026";"84";"38087";"";"";"";"4331Z";"Travaux de plâtrerie";"2017";"4331ZB";"";"";"00";"0 salarié";"NN";"2017";"";"20030401";"201702";"";"S";"O";"";"";"";"";"";"";"";"C";"";"";"";"2017-02-17T11:14:00"
"482544962";"00020";"MONSIEUR CHRISTIAN BONY";"";"";"COMMUNE DE RATTACHEMENT";"";"38670 CHASSE SUR RHONE";"";"MONSIEUR CHRISTIAN BONY";"";"";"COMMUNE DE RATTACHEMENT";"";"38670 CHASSE SUR RHONE";"";"";"";"";"COMMUNE DE RATTACHEMENT";"38670";"";"84";"Auvergne-Rhône-Alpes";38;"3";"27";087;"CHASSE SUR RHONE";"00";"7";"58";243800455;"21";"8214";"1";"";"1";"O";"201702";"2";"Commerçant ";"4789Z";"Autres commerces de détail sur éventaires et marchés";"2017";"00";"0 salarié";"NN";"2017";"1";"20170206";"20170206";"";"";"";"P";"S";"O";" ";"0";"BONY*CHRISTIAN/";"";"BONY";"CHRISTIAN";"1";"";"00020";"84";"38087";"";"";"";"4789Z";"Autres commerces de détail sur éventaires et marchés";"2017";"";"";"";"00";"0 salarié";"NN";"2005";"PME";"20050527";"201209";"1";"S";"O";"";"";"";"";"";"";"";"C";"";"";"";"2017-02-08T05:08:00"
