SIRET;L1_NOMEN;L2_COMP;L3_CADR;L4_VOIE;L5_DISP;L6_POST;DEPET;L7_ETRG;RPET;ARRONET;CTONET;COMET;LIBCOM;DU;EPCI;TU;UU;CODEVOIE;TCD;ZEMET;NUMVOIE;INDREP;TYPVOIE;LIBVOIE;CODPOS;CEDEX;ZR1;SIEGE;ENSEIGNE;NOM_COM;NATETAB;LIBNATETAB;APET700;LIBAPET;DAPET;TEFET;EFETCENT;DCRET;DEFET;ORIGINE;AMINTRET;ACTIVNAT;LIEUACT;ACTISURF;SAISONAT;MODET;AUXILT;PRODET;PRODPART;ZR2;NOMEN_LONG;SIGLE;CIVILITE;NJ;LIBNJ;APEN700;LIBAPEN;DAPEN;APRM;TEFEN;EFENCENT;DEFEN;CATEGORIE;DCREN;AMINTREN;MONOACT;MODEN;PRODEN;ESAANN;TCA;ESAAPEN;ESASEC1N;ESASEC2N;ESASEC3N;ESASEC4N;REGIMP;MONOREG;ZR3;RPEN;DEPCOMEN;VMAJ;VMAJ1;IND_PUBLIPO;VMAJ2;VMAJ3;MAJ_DATE
32010280900219;LAYHER;"";"";164 CHEMIN DES PLATIERES;"";38670 CHASSE SUR RHONE;FRANCE;84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;164;"";CHE;DES PLATIERES;38670;"";;0;"";;"";"";4663Z;Comm de gros de machines pour l'extrac, la constr, le génie civil;2013;11;10;20131006;2015;1;201309;NR;NR;"";P;S;0;O; ;;LAYHER;"";"";5720;Société par actions simplifiée à associé unique ou société par actions simplifiée unipersonnelle ;7732Z;Location et location-bail machines & équipts pour la construction;2015;"";22;100;2015;ETI;19800901;201209;1;S;O;2012;7;7732Z;7732Z;4663Z;"";"";;;;11;38087;I;"";1;"";"";27/02/2018
32010280900219;LAYHER;"";"";164 CHEMIN DES PLATIERES;"";38670 CHASSE SUR RHONE;FRANCE;84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;164;"";CHE;DES PLATIERES;38670;"";;0;"";;"";"";4663Z;Comm de gros de machines pour l'extrac, la constr, le génie civil;2013;11;10;20131006;2015;1;201309;NR;NR;"";P;S;0;O; ;;LAYHER;"";"";5720;Société par actions simplifiée à associé unique ou société par actions simplifiée unipersonnelle ;4663Z;Comm de gros de machines pour l'extrac, la constr, le génie civil;2015;"";22;100;2015;ETI;19800901;201209;1;S;O;2012;7;7732Z;7732Z;4663Z;"";"";;;;11;38087;F;0;1;0;1;27/02/2018
34282276400045;MONSIEUR JEAN LUC NORMAND;"";"";31 RUE DU 19 MARS 1962;"";38670 CHASSE SUR RHONE;FRANCE;84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;31;"";RUE;DU 19 MARS 1962;38670;"";;1;"";;9;Autre entrepreneur individuel;9321Z;Activités des parcs d'attractions et parcs à thèmes;2017;00;NN;20170101;2017;1;201702;10;92;"";P;S;0;O; ;;NORMAND*JEAN-LUC/;"";1;"";"";9321Z;Activités des parcs d'attractions et parcs à thèmes;2017;"";00;NN;2017;"";19871104;201702;"";S;O;"";"";"";"";"";"";"";;;;84;38087;C;"";1;"";"";27/02/2018
34390934700019;CENTRE SOCIAL;ASS GEST ANI CTRE SOCIAL CHAS SUR RH;"";9 CHEMIN DES BARBIERES;"";38670 CHASSE SUR RHONE;FRANCE;84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;9;"";RUE;LES BARBIERES;38670;"";;1;"";;"";"";8891A;Accueil de jeunes enfants;2008;11;10;19880101;2015;1;201209;NR;99;"";P;S;0;N;"";;ASSOCIATION DE GESTION ET D'ANIMATION DU CENTRE SOCIAL DE CHASSE SUR RHONE;C.S CHASSE SUR RHONE;"";9220;Association déclarée ;8891A;Accueil de jeunes enfants;2008;"";11;10;2015;PME;19880101;201209;1;S;N;"";"";"";"";"";"";"";;;;84;38087;I;"";1;"";"";27/02/2018
34390934700019;ASS GEST ANI CTRE SOCIAL CHAS SUR RH;C S CHASSE SUR RHONE;"";9 RUE PIERRE MENDES FRANCE;"";38670 CHASSE SUR RHONE;FRANCE;84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;9;"";RUE;PIERRE MENDES FRANCE;38670;"";;1;"";;"";"";8891A;Accueil de jeunes enfants;2008;11;10;19880101;2015;1;201209;NR;99;"";P;S;0;N; ;;ASSOCIATION DE GESTION ET D'ANIMATION DU CENTRE SOCIAL DE CHASSE SUR RHONE;C.S CHASSE SUR RHONE;"";9220;Association déclarée ;8891A;Accueil de jeunes enfants;2008;"";11;10;2015;PME;19880101;201209;1;S;N;"";"";"";"";"";"";"";;;;84;38087;F;0;1;0;0;27/02/2018
41903829400031;MONSIEUR MANUEL ROSSI;ROSSI CARRELAGE;"";6 ALLEE DES PERDRIX;"";38670 CHASSE SUR RHONE;FRANCE;84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;6;"";ALL;DES PERDRIX;38670;"";;1;"";;3;Artisan ;4333Z;Travaux de revêtement des sols et des murs;2017;00;NN;20110801;2011;1;201702;14;91;"";P;S;0;O; ;;ROSSI*MANUEL/;"";1;"";"";4333Z;Travaux de revêtement des sols et des murs;2017;4333ZZ;00;NN;2011;"";19980701;201702;"";S;O;"";"";"";"";"";"";"";;;;84;38087;C;"";1;"";"";27/02/2018
44440525200016;SARL RHONE ALPES FRUITS;"";"";320 RUE DE L EGALITE;"";38670 CHASSE SUR RHONE;FRANCE;84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;320;"";RUE;EGALITE;38670;"";;1;"";;"";"";4781Z;Commerce de détail alimentaire sur éventaires et marchés;2008;01;1;20030102;2015;1;201209;NR;NR;"";P;S;0;O;"";;SARL RHONE ALPES FRUITS;"";"";5499;Société à responsabilité limitée (sans autre indication);4781Z;Commerce de détail alimentaire sur éventaires et marchés;2008;"";01;1;2015;PME;20030102;201209;1;S;O;"";"";"";"";"";"";"";;;;84;38087;E;"";1;"";"";27/02/2018
44440525200024;SARL RHONE ALPES FRUITS;"";"";79 RUE DE LA PAIX;"";38670 CHASSE SUR RHONE;FRANCE;84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;79;"";RUE;DE LA PAIX;38670;"";;1;"";;"";"";4781Z;Commerce de détail alimentaire sur éventaires et marchés;2017;01;NN;20170126;2017;1;201702;"";"";"";P;S;0;O; ;;SARL RHONE ALPES FRUITS;"";"";5499;Société à responsabilité limitée (sans autre indication);4781Z;Commerce de détail alimentaire sur éventaires et marchés;2008;"";01;1;2015;PME;20030102;201209;1;S;O;"";"";"";"";"";"";"";;;;84;38087;C;"";1;"";"";27/02/2018
44759027400026;MONSIEUR MAXIME BERTON;MSO;LES PEUPLIERS;LIEU DIT LE LOT ET BOISSE;"";38670 CHASSE SUR RHONE;FRANCE;84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;"";"";"";LIEU DIT LE LOT ET BOISSE;38670;"";;1;"";;3;Artisan ;4331Z;Travaux de plâtrerie;2017;00;NN;20170213;2017;1;201702;14;91;"";P;S;0;O; ;;BERTON*MAXIME/;"";1;"";"";4331Z;Travaux de plâtrerie;2017;4331ZB;00;NN;2017;"";20030401;201702;"";S;O;"";"";"";"";"";"";"";;;;84;38087;C;"";1;"";"";27/02/2018
48254496200020;MONSIEUR CHRISTIAN BONY;"";"";COMMUNE DE RATTACHEMENT;"";38670 CHASSE SUR RHONE;"";84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;"";"";"";COMMUNE DE RATTACHEMENT;38670;"";;1;"";;2;Commerçant ;4789Z;Autres commerces de détail sur éventaires et marchés;2017;00;NN;20170206;2017;1;201702;"";"";"";P;S;0;O; ;;BONY*CHRISTIAN/;"";1;"";"";4789Z;Autres commerces de détail sur éventaires et marchés;2017;"";00;NN;2005;PME;20050527;201209;1;S;O;"";"";"";"";"";"";"";;;;84;38087;C;"";1;"";"";27/02/2018
50056940503155;DECATHLON;DECATHLON FRANCE;ZONE COMMERCIALE CHASSE SUD;1963 AVENUE FREDERIC MISTRAL;"";38670 CHASSE SUR RHONE;FRANCE;84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;1963;"";AV;FREDERIC MISTRAL;38670;"";;0;DECATHLON;;"";"";4764Z;Commerce de détail d'articles de sport en magasin spécialisé;2013;12;20;20130820;2015;1;201307;10;05;4 ;P;S;0;O;"";;DECATHLON FRANCE;"";"";5720;Société par actions simplifiée à associé unique ou société par actions simplifiée unipersonnelle ;4764Z;Commerce de détail d'articles de sport en magasin spécialisé;2007;"";53;15500;2015;GE;20071005;201209;2;S;O;2012;9;4764Z;4764Z;"";"";"";;;;32;38087;I;"";1;"";"";27/02/2018
50056940503155;DECATHLON;DECATHLON FRANCE;ZONE COMMERCIALE CHASSE SUD;1963 AVENUE FREDERIC MISTRAL;"";38670 CHASSE SUR RHONE;FRANCE;84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;1963;"";AV;FREDERIC MISTRAL;38670;"";;0;DECATHLON;;"";"";4764Z;Commerce de détail d'articles de sport en magasin spécialisé;2013;12;20;20130820;2015;1;201307;10;05;4 ;P;S;0;O; ;;DECATHLON FRANCE;"";"";5720;Société par actions simplifiée à associé unique ou société par actions simplifiée unipersonnelle ;4764Z;Commerce de détail d'articles de sport en magasin spécialisé;2007;"";53;15500;2015;GE;20071005;201209;2;S;O;2012;9;4764Z;4764Z;"";"";"";;;;32;38087;F;0;1;0;0;27/02/2018
53502395600019;MONSIEUR FABRICE DEAS;"";"";8 RUE MOZART;"";38670 CHASSE SUR RHONE;FRANCE;84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;8;"";RUE;MOZART;38670;"";;1;"";;3;Artisan ;7420Z;Activités photographiques;2011;00;NN;20110911;2011;1;201209;12;93;"";P;S;0;O;"";;DEAS*FABRICE/;"";1;"";"";7420Z;Activités photographiques;2011;7420ZR;00;NN;2011;PME;20110911;201209;1;S;O;"";"";"";"";"";"";"";;;;84;38087;E;"";1;"";"";27/02/2018
