SIRET;L1_NOMEN;L2_COMP;L3_CADR;L4_VOIE;L5_DISP;L6_POST;DEPET;L7_ETRG;RPET;ARRONET;CTONET;COMET;LIBCOM;DU;EPCI;TU;UU;CODEVOIE;TCD;ZEMET;NUMVOIE;INDREP;TYPVOIE;LIBVOIE;CODPOS;CEDEX;ZR1;SIEGE;ENSEIGNE;NOM_COM;NATETAB;LIBNATETAB;APET700;LIBAPET;DAPET;TEFET;EFETCENT;DCRET;DEFET;ORIGINE;AMINTRET;ACTIVNAT;LIEUACT;ACTISURF;SAISONAT;MODET;AUXILT;PRODET;PRODPART;ZR2;NOMEN_LONG;SIGLE;CIVILITE;NJ;LIBNJ;APEN700;LIBAPEN;DAPEN;APRM;TEFEN;EFENCENT;DEFEN;CATEGORIE;DCREN;AMINTREN;MONOACT;MODEN;PRODEN;ESAANN;TCA;ESAAPEN;ESASEC1N;ESASEC2N;ESASEC3N;ESASEC4N;REGIMP;MONOREG;ZR3;RPEN;DEPCOMEN;VMAJ;VMAJ1;IND_PUBLIPO;VMAJ2;VMAJ3;MAJ_DATE
32010280900219;LAYHER;"";"";164 CHEMIN DES PLATIERES;"";38670 CHASSE SUR RHONE;FRANCE;84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;164;"";CHE;DES PLATIERES;38670;"";;0;"";;"";"";4663Z;Comm de gros de machines pour l'extrac, la constr, le génie civil;2013;11;10;20131006;2015;1;201309;NR;NR;"";P;S;0;O;"";;LAYHER;"";"";5720;Société par actions simplifiée à associé unique ou société par actions simplifiée unipersonnelle ;4663Z;Comm de gros de machines pour l'extrac, la constr, le génie civil;2015;"";22;100;2015;ETI;19800901;201209;1;S;O;2014;7;7732Z;7732Z;4663Z;4399E;7740Z;;;;11;38087;I;"";1;"";"";27/02/2018
32010280900219;LAYHER;"";"";164 CHEMIN DES PLATIERES;"";38670 CHASSE SUR RHONE;FRANCE;84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;164;"";CHE;DES PLATIERES;38670;"";;0;"";;"";"";4663Z;Comm de gros de machines pour l'extrac, la constr, le génie civil;2013;11;10;20131006;2015;1;201309;NR;NR;"";P;S;0;O; ;;LAYHER;"";"";5720;Société par actions simplifiée à associé unique ou société par actions simplifiée unipersonnelle ;7732Z;Location et location-bail machines & équipts pour la construction;2016;"";22;100;2015;ETI;19800901;201209;1;S;O;2014;7;7732Z;7732Z;4663Z;4399E;7740Z;;;;11;38087;F;0;1;0;1;27/02/2018
38161713300016;MONSIEUR PIERRE GAY;"";"";CHEMIN DE TREMBAS;"";38670 CHASSE SUR RHONE;FRANCE;84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;"";"";"";TREMBAS;38670;"";;1;"";;6;Exploitant agricole ;0124Z;Culture de fruits à pépins et à noyau;2008;00;0;19740101;2011;1;201209;NR;99;"";P;S;0;O;"";;GAY*PIERRE/;"";1;"";"";0124Z;Culture de fruits à pépins et à noyau;2008;"";00;0;2011;"";19740101;201209;1;S;O;"";"";"";"";"";"";"";;;;84;38087;E;"";1;"";"";27/02/2018
39126180700021;ACILEMAT;"";"";235 RUE COPERNIC;"";38670 CHASSE SUR RHONE;FRANCE;84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;235;"";RUE;COPERNIC;38670;"";;1;"";;"";"";4663Z;Comm de gros de machines pour l'extrac, la constr, le génie civil;2014;03;6;20140717;2015;1;201410;"";"";"";P;S;0;O;"";;ACILEMAT;"";"";5499;Société à responsabilité limitée (sans autre indication);4663Z;Comm de gros de machines pour l'extrac, la constr, le génie civil;2008;3313ZZ;03;6;2015;PME;19930407;201209;1;S;O;"";"";"";"";"";"";"";;;;84;38087;E;"";1;"";"";27/02/2018
40216391900036;ASSOCIES ET STUDIO GUY RENAUX;"";ZONE ARTISANALE DES PLATIERES;605 CHEMIN DES PLATIERES;"";38670 CHASSE SUR RHONE;FRANCE;84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;605;"";CHE;DES PLATIERES;38670;"";;1;"";;"";"";7420Z;Activités photographiques;2017;00;NN;20170901;2017;1;201711;"";"";"";P;S;0;O; ;;ASSOCIES ET STUDIO GUY RENAUX;"";"";5499;Société à responsabilité limitée (sans autre indication);7420Z;Activités photographiques;2008;"";03;6;2015;PME;19950701;201209;1;S;O;"";"";"";"";"";"";"";;;;84;38087;C;"";1;"";"";27/02/2018
41499254500312;GDV GESTION DES VIANDES;"";CENTRE COMMERCIAL GRAND FRAIS;LIEUDIT LES CHARNEVEAUX;"";38670 CHASSE SUR RHONE;"";84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;"";"";"";LIEUDIT LES CHARNEVEAUX;38670;"";;0;"";;"";"";4722Z;Comm. détail viandes & produits à base de viande (magas. spéc.);2007;11;10;20070401;2015;9;201209;99;99;"";P;S;0;O;"";;GDV GESTION DES VIANDES;"";"";5599;SA à conseil d'administration (s.a.i.);4722Z;Comm. détail viandes & produits à base de viande (magas. spéc.);2008;"";32;300;2015;ETI;19980102;201209;2;S;O;2014;7;4722Z;4722Z;5621Z;1013A;"";;;;84;38087;I;"";1;"";"";27/02/2018
41499254500312;GDV GESTION DES VIANDES;"";CENTRE COMMERCIAL GRAND FRAIS;LIEUDIT LES CHARNEVEAUX;"";38670 CHASSE SUR RHONE;"";84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;"";"";"";LIEUDIT LES CHARNEVEAUX;38670;"";;0;"";;"";"";4722Z;Comm. détail viandes & produits à base de viande (magas. spéc.);2007;11;10;20070401;2015;9;201209;99;99;"";P;S;0;O; ;;GDV GESTION DES VIANDES;"";"";5710;SAS, société par actions simplifiée;4722Z;Comm. détail viandes & produits à base de viande (magas. spéc.);2008;"";32;300;2015;ETI;19980102;201209;2;S;O;2014;7;4722Z;4722Z;5621Z;1013A;"";;;;84;38087;F;0;1;0;1;27/02/2018
43397031600017;MONSIEUR STEPHANE SILVESTRIN;"";"";ALLEE DES NOYERS;"";38670 CHASSE SUR RHONE;FRANCE;84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;"";"";ALL;DES NOYERS;38670;"";;1;"";;3;Artisan ;4322A;Travaux d'installation d'eau et de gaz en tous locaux;2008;00;0;20010102;2004;1;201209;NR;91;"";P;S;0;O;"";;SILVESTRIN*STEPHANE/;"";1;"";"";4322A;Travaux d'installation d'eau et de gaz en tous locaux;2008;4322AZ;00;0;2004;PME;20010102;201209;1;S;O;"";"";"";"";"";"";"";;;;84;38087;I;"";1;"";"";27/02/2018
43397031600017;MONSIEUR STEPHANE SILVESTRIN;"";"";ALL DES NOYERS;"";38670 CHASSE SUR RHONE;"";84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;"";"";ALL;DES NOYERS;38670;"";;1;"";;3;Artisan ;4322A;Travaux d'installation d'eau et de gaz en tous locaux;2008;00;0;20010102;2004;1;201209;NR;91;"";P;S;0;O; ;;SILVESTRIN*STEPHANE/;"";1;"";"";4322A;Travaux d'installation d'eau et de gaz en tous locaux;2008;4322AZ;00;0;2004;PME;20010102;201209;1;S;O;"";"";"";"";"";"";"";;;;84;38087;F;0;1;0;0;27/02/2018
43529723900038;PHARM UP;"";"";104 AVENUE FREDERIC MISTRAL;"";38670 CHASSE SUR RHONE;FRANCE;84;38;3;27;087;CHASSE SUR RHONE;00;243800455;7;58;;21;8214;104;"";AV;FREDERIC MISTRAL;38670;"";;0;"";;"";"";4646Z;Commerce de gros de produits pharmaceutiques;2016;00;NN;20161201;2016;1;201612;NR;NR;"";P;S;0;O;"";;PHARM'UP;"";"";5710;SAS, société par actions simplifiée;4638B;Commerce de gros alimentaire spécialisé divers;2013;"";12;20;2015;PME;20010417;201209;1;S;O;2014;4;4638B;4638B;"";"";"";;;;84;38087;I;"";1;"";"";27/02/2018
